Year,Rank,Name,Age,Exp,G,Rsh,RshYd,Y/Rsh,RshTD,Rec,RecYd,RecTD,FP/G,FantPt,Team
2009,123,Eldra Buckley,24.0,3.0,6,15,44,2.9,1,0,0,0,1.7,10.4,PHI
2009,124,Luke Lawton,29.0,5.0,7,0,0,,0,7,31,0,1.4,10.1,OAK
2009,125,Aaron Stecker,34.0,10.0,3,5,15,3.0,0,5,34,0,3.3,9.9,ATL
2009,126,Patrick Cobbs,26.0,4.0,4,6,36,6.0,0,3,23,0,2.2,8.9,MIA
2009,127,Tony Richardson,38.0,15.0,9,7,48,6.9,0,3,10,0,1.0,8.8,NYJ
2009,128,Greg Jones,28.0,6.0,9,4,23,5.8,0,5,14,0,1.0,8.7,JAX
2009,129,LaMont Jordan,31.0,9.0,6,25,86,3.4,0,0,0,0,1.4,8.6,DEN
2009,130,Michael Robinson,26.0,4.0,9,3,2,0.7,0,6,24,0,1.0,8.6,SF
2009,131,Mike Goodson,22.0,1.0,5,22,49,2.2,0,2,15,0,1.7,8.4,CAR
2009,132,Mike Karney,28.0,6.0,7,2,8,4.0,0,6,16,0,1.2,8.4,STL
2009,133,Adrian Peterson,30.0,8.0,3,7,51,7.3,0,2,11,0,2.7,8.2,CHI
2009,134,Samkon Gado,27.0,5.0,9,14,26,1.9,0,3,25,0,0.9,8.1,STL
2009,135,Chris Ogbonnaya,23.0,1.0,2,11,50,4.5,0,1,19,0,4.0,7.9,STL
2009,136,Jason McKie,29.0,8.0,8,0,0,,0,5,13,0,0.8,6.3,CHI
2009,137,Kolby Smith,25.0,3.0,4,15,33,2.2,0,2,9,0,1.6,6.2,KC
2009,138,James Davis,23.0,1.0,2,9,15,1.7,0,4,5,0,3.0,6.0,CLE
2009,139,Dan Kreider,32.0,10.0,6,0,0,,0,4,20,0,1.0,6.0,ARI
2009,140,DeShawn Wynn,26.0,3.0,3,6,19,3.2,0,2,19,0,1.9,5.8,GB
2009,141,Albert Young,24.0,2.0,2,12,53,4.4,0,0,0,0,2.6,5.3,MIN
2009,142,Verron Haynes,30.0,8.0,2,0,0,,0,3,20,0,2.5,5.0,ATL
2009,143,Javon Ringer,22.0,1.0,2,8,48,6.0,0,0,0,0,2.4,4.8,TEN
2009,144,Gartrell Johnson,23.0,1.0,3,13,43,3.3,0,0,0,0,1.4,4.3,NYG
2009,145,Kyle Eckel,28.0,5.0,3,2,6,3.0,0,2,14,0,1.3,4.0,NO
2009,146,Marcel Reece,24.0,2.0,2,0,0,,0,2,20,0,2.0,4.0,OAK
2009,147,Jackie Battle,26.0,3.0,4,7,21,3.0,0,2,-3,0,1.0,3.8,KC
2009,148,Clifton Smith,24.0,2.0,4,4,7,1.8,0,2,4,0,0.8,3.1,TB
2009,149,Terrelle Smith,31.0,10.0,2,0,0,,0,2,7,0,1.4,2.7,DET
2009,150,Quinn Johnson,23.0,1.0,4,0,0,,0,2,4,0,0.6,2.4,GB
2009,151,B.J. Askew,29.0,7.0,3,1,0,0.0,0,2,3,0,0.8,2.3,TB
2009,152,Xavier Omon,24.0,2.0,3,5,22,4.4,0,0,0,0,0.7,2.2,BUF
2009,153,Jalen Parmele,24.0,2.0,1,5,17,3.4,0,0,0,0,1.7,1.7,BAL
2009,154,Deon Anderson,26.0,3.0,3,0,0,,0,1,5,0,0.5,1.5,DAL
2009,155,Carey Davis,28.0,6.0,1,2,15,7.5,0,0,0,0,1.5,1.5,PIT
2009,156,Stefan Logan,28.0,1.0,1,0,0,,0,1,5,0,1.5,1.5,PIT
2009,157,Matt Lawrence,24.0,1.0,1,4,0,0.0,0,1,4,0,1.4,1.4,BAL
2009,158,Chris Pressley,23.0,1.0,2,1,0,0.0,0,1,2,0,0.6,1.2,TB
2009,159,Javarris Williams,23.0,1.0,3,6,6,1.0,0,0,0,0,0.2,0.6,KC
2009,160,Kory Sheets,24.0,1.0,1,1,5,5.0,0,0,0,0,0.5,0.5,MIA
2009,161,Montell Owens,25.0,4.0,2,2,1,0.5,0,0,0,0,0.0,0.1,JAX
2009,162,Brock Bolen,24.0,1.0,2,0,0,,0,0,0,0,0.0,0.0,JAX
2009,163,Tony Fiammetta,23.0,1.0,3,0,0,,0,0,0,0,0.0,0.0,CAR
2009,164,Oren ONeal,26.0,3.0,1,1,0,0.0,0,0,0,0,0.0,0.0,OAK
2009,165,Darius Reynaud,24.0,2.0,2,0,0,,0,0,0,0,0.0,0.0,MIN
2010,1,Arian Foster,24.0,2.0,16,326,1614,5.0,16,66,604,2,24.7,395.8,HOU
2010,2,Peyton Hillis,24.0,3.0,16,270,1177,4.4,11,61,477,2,19.1,304.9,CLE
2010,3,LeSean McCoy,22.0,2.0,15,207,1080,5.2,7,78,592,2,19.9,299.2,PHI
2010,4,Jamaal Charles,24.0,3.0,16,230,1467,6.4,5,45,468,3,17.9,286.5,KC
2010,5,Adrian Peterson,25.0,4.0,15,283,1298,4.6,12,36,341,1,18.5,277.9,MIN
2010,6,Chris Johnson,25.0,3.0,16,316,1364,4.3,11,44,245,1,17.3,276.9,TEN
2010,7,Ray Rice,23.0,3.0,16,308,1223,4.0,5,63,556,1,17.3,276.9,BAL
2010,8,Darren McFadden,23.0,3.0,13,223,1157,5.2,7,47,507,3,21.0,273.4,OAK
2010,9,Matt Forte,25.0,3.0,16,237,1069,4.5,6,51,547,3,16.7,266.6,CHI
2010,10,Ahmad Bradshaw,24.0,4.0,16,276,1235,4.5,8,47,314,0,15.6,249.9,NYG
2010,11,Rashard Mendenhall,23.0,3.0,16,324,1274,3.9,13,23,167,0,15.3,245.1,PIT
2010,12,Steven Jackson,27.0,7.0,16,330,1241,3.8,6,46,383,0,15.3,244.4,STL
2010,13,Maurice Jones-Drew,25.0,5.0,14,299,1324,4.4,5,34,317,2,17.0,238.1,JAX
2010,14,Michael Turner,28.0,7.0,16,334,1371,4.1,12,12,85,0,14.4,229.6,ATL
2010,15,LaDainian Tomlinson,31.0,10.0,15,219,914,4.2,6,52,368,0,14.4,216.2,NYJ
2010,16,Frank Gore,27.0,6.0,11,203,853,4.2,3,46,452,2,18.8,206.5,SF
2010,17,Cedric Benson,28.0,6.0,16,321,1111,3.5,7,28,178,1,12.8,204.9,CIN
2010,18,Knowshon Moreno,23.0,2.0,13,182,779,4.3,5,37,372,3,15.4,200.1,DEN
2010,19,BenJarvus Green-Ellis,25.0,3.0,16,229,1008,4.4,13,12,85,0,12.5,199.3,NE
2010,20,Jahvid Best,21.0,1.0,15,172,563,3.3,4,58,487,2,13.3,199.0,DET
2010,21,Fred Jackson,29.0,4.0,16,222,927,4.2,5,31,215,2,11.7,187.2,BUF
2010,22,Mike Tolbert,25.0,3.0,15,182,735,4.0,11,25,216,0,12.4,186.1,SD
2010,23,Felix Jones,23.0,3.0,16,185,800,4.3,1,48,450,1,11.6,185.0,DAL
2010,24,Brandon Jackson,25.0,4.0,16,190,703,3.7,3,43,342,1,10.7,171.5,GB
2010,25,Danny Woodhead,25.0,3.0,14,97,547,5.6,5,34,379,1,11.6,162.6,NE
2010,26,Ronnie Brown,29.0,6.0,16,200,734,3.7,5,33,242,0,10.0,160.6,MIA
2010,27,Thomas Jones,32.0,11.0,16,245,896,3.7,6,14,122,0,9.5,151.8,KC
2010,28,Michael Bush,26.0,4.0,14,158,655,4.1,8,18,194,0,10.8,150.9,OAK
2010,29,Darren Sproles,27.0,6.0,16,51,270,5.3,0,59,520,2,9.4,150.0,SD
2010,30,Brandon Jacobs,28.0,6.0,16,147,823,5.6,9,7,59,0,9.3,149.2,NYG
2010,31,Marshawn Lynch,24.0,4.0,16,202,737,3.6,6,22,145,0,9.1,146.2,
2010,32,Ryan Mathews,23.0,1.0,12,157,675,4.3,7,22,145,0,12.2,146.0,SD
2010,33,Cadillac Williams,28.0,6.0,16,125,437,3.5,2,46,355,1,9.0,143.2,TB
2010,34,LeGarrette Blount,24.0,1.0,13,201,1007,5.0,6,5,14,0,11.0,143.1,TB
2010,35,Ryan Torain,24.0,3.0,10,164,742,4.5,4,18,125,2,14.1,140.7,WAS
2010,36,Tim Hightower,24.0,3.0,16,153,736,4.8,5,21,136,0,8.6,138.2,ARI
2010,37,Jason Snelling,27.0,4.0,14,87,324,3.7,2,44,303,3,9.8,136.7,ATL
2010,38,Mike Goodson,23.0,2.0,15,103,452,4.4,3,40,310,0,8.9,134.2,CAR
2010,39,Keiland Williams,24.0,1.0,14,65,261,4.0,3,39,309,2,9.0,126.0,WAS
2010,40,Justin Forsett,25.0,3.0,16,118,523,4.4,2,33,249,0,7.6,122.2,SEA
2010,41,Ricky Williams,33.0,12.0,16,159,673,4.2,2,19,141,1,7.4,118.4,MIA
2010,42,Rashad Jennings,25.0,2.0,12,84,459,5.5,4,26,223,0,9.8,118.2,JAX
2010,43,Shonn Greene,25.0,2.0,15,185,766,4.1,2,16,120,0,7.8,116.6,NYJ
2010,44,Jonathan Stewart,23.0,3.0,14,178,770,4.3,2,8,103,1,8.1,113.3,CAR
2010,45,Maurice Morris,31.0,9.0,10,90,336,3.7,5,25,170,0,10.6,105.6,DET
2010,46,Joseph Addai,27.0,5.0,8,116,495,4.3,4,19,124,0,13.1,104.9,IND
2010,47,Chris Ivory,22.0,1.0,12,137,716,5.2,5,1,17,0,8.7,104.3,NO
2010,48,Donald Brown,23.0,2.0,13,129,497,3.9,2,20,205,0,7.9,102.2,IND
2010,49,Brian Westbrook,31.0,9.0,13,77,340,4.4,4,16,150,1,7.3,95.0,SF
2010,50,Marcel Reece,25.0,3.0,16,30,122,4.1,1,25,333,3,5.9,94.5,OAK
2010,51,Willis McGahee,29.0,7.0,15,99,377,3.8,5,14,55,1,6.2,93.2,BAL
2010,52,Correll Buckhalter,32.0,10.0,14,59,147,2.5,2,28,240,2,6.5,90.7,DEN
2010,53,John Kuhn,28.0,5.0,15,84,281,3.3,4,15,97,2,5.9,88.8,GB
2010,54,Pierre Thomas,26.0,4.0,6,83,269,3.2,2,29,201,0,14.7,88.0,NO
2010,55,Chester Taylor,31.0,9.0,16,112,267,2.4,3,20,139,0,4.9,78.6,CHI
2010,56,Marion Barber,27.0,6.0,13,113,374,3.3,4,11,49,0,5.9,77.3,DAL
2010,57,Toby Gerhart,23.0,1.0,15,81,322,4.0,1,21,167,0,5.1,75.9,MIN
2010,58,Reggie Bush,25.0,5.0,8,36,150,4.2,0,34,208,1,9.5,75.8,NO
2010,59,C.J. Spiller,23.0,1.0,14,74,283,3.8,0,24,157,1,5.3,74.0,BUF
2010,60,Tashard Choice,26.0,3.0,12,66,243,3.7,3,17,109,0,5.9,70.2,DAL
2010,61,Derrick Ward,30.0,7.0,14,51,317,6.2,4,7,61,0,4.9,68.8,HOU
2010,62,Ladell Betts,31.0,9.0,7,45,150,3.3,2,23,141,0,9.2,64.1,NO
2010,63,Chris Wells,22.0,2.0,13,116,397,3.4,2,5,74,0,4.9,64.1,ARI
2010,64,Javarris James,23.0,1.0,8,46,112,2.4,6,9,63,0,7.8,62.5,IND
2010,65,Jerome Harrison,27.0,5.0,10,71,330,4.6,1,12,85,0,6.0,59.5,
2010,66,DeAngelo Williams,27.0,5.0,6,87,361,4.1,1,11,61,0,9.9,59.2,CAR
2010,67,Mewelde Moore,28.0,7.0,14,33,99,3.0,0,26,205,0,4.0,56.4,PIT
2010,68,Earnest Graham,30.0,7.0,11,20,99,5.0,1,16,130,1,5.0,55.0,TB
2010,69,Dexter McCluster,22.0,1.0,10,18,71,3.9,0,21,209,1,5.5,55.0,KC
2010,70,Isaac Redman,26.0,2.0,15,53,247,4.7,0,9,72,2,3.5,52.9,PIT
2010,71,Bernard Scott,26.0,2.0,14,61,299,4.9,1,11,60,0,3.8,52.9,CIN
2010,72,Jacob Hester,25.0,3.0,14,26,60,2.3,0,22,145,1,3.5,48.5,SD
2010,73,Javon Ringer,23.0,2.0,16,51,239,4.7,2,7,44,0,3.0,47.3,TEN
2010,74,Brian Leonard,26.0,4.0,11,9,61,6.8,0,20,137,1,4.2,45.8,CIN
2010,75,Julius Jones,29.0,7.0,13,60,223,3.7,0,17,59,0,3.5,45.2,
2010,76,Clinton Portis,29.0,9.0,5,54,227,4.2,2,5,55,0,9.0,45.2,WAS
2010,77,Ken Darby,28.0,4.0,13,34,107,3.1,2,10,61,1,3.4,44.8,STL
2010,78,LaRod Stephens-Howling,23.0,2.0,12,23,113,4.9,1,16,111,0,3.7,44.4,ARI
2010,79,LeRon McClain,26.0,4.0,14,28,85,3.0,0,21,134,0,3.1,42.9,BAL
2010,80,Mike Sellers,35.0,13.0,15,4,2,0.5,0,20,224,0,2.8,42.6,WAS
2010,81,Anthony Dixon,23.0,1.0,12,70,237,3.4,2,5,11,0,3.5,41.8,SF
2010,82,Owen Schmitt,25.0,3.0,13,0,0,,0,19,136,1,3.0,38.6,PHI
2010,83,Kevin Smith,24.0,3.0,6,33,125,3.8,0,11,123,0,6.0,35.8,DET
2010,84,Ovie Mughelli,30.0,6.0,13,13,36,2.8,0,13,126,1,2.7,35.2,ATL
2010,85,Mike Hart,24.0,3.0,6,43,185,4.3,1,6,25,0,5.5,33.0,IND
2010,86,Leon Washington,28.0,5.0,14,27,100,3.7,1,9,79,0,2.4,32.9,SEA
2010,87,Lousaka Polite,29.0,7.0,13,26,62,2.4,1,12,61,0,2.3,30.3,MIA
2010,88,Patrick Cobbs,27.0,5.0,9,4,0,0.0,0,8,91,2,3.2,29.1,MIA
2010,89,Tyrell Sutton,24.0,2.0,4,13,71,5.5,0,12,70,0,6.5,26.1,CAR
2010,90,Ahmard Hall,31.0,5.0,12,1,1,1.0,0,15,100,0,2.1,25.1,TEN
2010,91,Joe McKnight,22.0,1.0,4,39,189,4.8,0,3,20,0,6.0,23.9,NYJ
2010,92,Mike Bell,27.0,5.0,12,47,99,2.1,0,7,67,0,2.0,23.6,
2010,93,Jerome Felton,24.0,3.0,13,22,76,3.5,0,8,54,0,1.6,21.0,DET
2010,94,Danny Ware,25.0,4.0,7,20,73,3.7,0,7,67,0,3.0,21.0,NYG
2010,95,Michael Robinson,27.0,5.0,10,12,77,6.4,0,8,37,0,2.1,20.5,SEA
2010,96,Lance Ball,25.0,1.0,7,41,158,3.9,0,3,16,0,2.9,20.4,DEN
2010,97,Sammy Morris,33.0,11.0,14,20,56,2.8,0,7,77,0,1.4,20.3,NE
2010,98,Deji Karim,24.0,1.0,6,35,160,4.6,0,3,10,0,3.3,20.0,JAX
2010,99,Dominic Rhodes,31.0,10.0,3,37,172,4.6,0,1,4,0,6.2,18.6,IND
2010,100,Aaron Brown,25.0,2.0,3,17,58,3.4,0,8,45,0,6.1,18.3,DET
2010,101,Chris Gronkowski,24.0,1.0,8,5,17,3.4,0,7,35,1,2.3,18.2,DAL
2010,102,Fred Taylor,34.0,13.0,7,43,155,3.6,0,2,6,0,2.6,18.1,NE
2010,103,Heath Evans,32.0,10.0,11,2,2,1.0,0,7,41,1,1.6,17.3,NO
2010,104,Vonta Leach,29.0,7.0,9,0,0,,0,8,91,0,1.9,17.1,HOU
2010,105,Kevin Faulk,34.0,12.0,2,8,45,5.6,0,6,62,0,8.4,16.7,NE
2010,106,Laurence Maroney,25.0,5.0,4,36,74,2.1,0,4,50,0,4.1,16.4,DEN
2010,107,Greg Jones,29.0,7.0,9,2,4,2.0,0,11,47,0,1.8,16.1,JAX
2010,108,Naufahu Tahi,29.0,5.0,6,1,1,1.0,0,6,39,1,2.7,16.0,MIN
2010,109,Dimitri Nance,22.0,1.0,8,36,95,2.6,0,3,30,0,1.9,15.5,GB
2010,110,Jason Wright,28.0,7.0,8,6,28,4.7,0,8,42,0,1.9,15.0,ARI
2010,111,Tim Castille,26.0,4.0,8,5,3,0.6,0,10,43,0,1.8,14.6,KC
2010,112,James Davis,24.0,2.0,3,19,60,3.2,0,4,45,0,4.8,14.5,
2010,113,Corey McIntyre,31.0,6.0,10,4,5,1.3,1,4,32,0,1.4,13.7,BUF
2010,114,James Starks,24.0,1.0,3,29,101,3.5,0,2,15,0,4.5,13.6,GB
2010,115,Steve Slaton,24.0,3.0,5,19,93,4.9,0,3,11,0,2.7,13.4,HOU
2010,116,John Conner,23.0,1.0,5,8,44,5.5,1,2,9,0,2.7,13.3,NYJ
2010,117,Jackie Battle,27.0,4.0,8,20,50,2.5,1,1,9,0,1.6,12.9,KC
2010,118,Tony Fiammetta,24.0,2.0,8,7,22,3.1,0,5,34,0,1.3,10.6,CAR
2010,119,Keith Toston,23.0,1.0,5,19,54,2.8,0,2,29,0,2.1,10.3,STL
2010,120,Stefan Logan,29.0,2.0,8,15,95,6.3,0,0,0,0,1.2,9.5,DET
2010,121,Tony Richardson,39.0,16.0,5,5,13,2.6,0,5,31,0,1.9,9.4,NYJ
2010,122,Darrel Young,23.0,1.0,2,4,19,4.8,0,1,3,1,4.6,9.2,WAS
2010,123,Eldra Buckley,25.0,4.0,6,21,67,3.2,0,1,10,0,1.4,8.7,PHI
2010,124,Lorenzo Booker,26.0,4.0,4,0,0,,0,5,32,0,2.0,8.2,MIN
2010,125,Mike Karney,29.0,7.0,7,6,12,2.0,0,5,14,0,1.1,7.6,STL
2010,126,Gartrell Johnson,24.0,2.0,6,10,36,3.6,0,3,6,0,1.2,7.2,ATL
2010,127,Mike Cox,25.0,3.0,4,0,0,,0,4,27,0,1.7,6.7,KC
2010,128,Josh Vaughan,24.0,1.0,1,3,7,2.3,1,0,0,0,6.7,6.7,CAR
2010,129,Lawrence Vickers,27.0,5.0,8,5,11,2.2,0,4,15,0,0.8,6.6,CLE
2010,130,Moran Norris,32.0,8.0,7,3,0,0.0,0,4,20,0,0.9,6.0,SF
2010,131,Albert Young,25.0,3.0,2,13,29,2.2,0,2,11,0,3.0,6.0,MIN
2010,132,Quinn Johnson,24.0,2.0,3,0,0,,0,3,26,0,1.9,5.6,GB
2010,133,Quinton Ganther,26.0,5.0,5,9,18,2.0,0,2,9,0,0.9,4.7,
2010,134,Ryan Grant,28.0,6.0,1,8,45,5.6,0,0,0,0,4.5,4.5,GB
2010,135,Rock Cartwright,31.0,9.0,6,9,22,2.4,0,1,10,0,0.7,4.2,OAK
2010,136,Michael Bennett,32.0,10.0,2,2,11,5.5,0,2,9,0,2.0,4.0,OAK
2010,137,Jonathan Dwyer,21.0,1.0,1,9,28,3.1,0,0,0,0,2.8,2.8,PIT
2010,138,Madison Hedgecock,29.0,6.0,2,0,0,,0,2,8,0,1.4,2.8,NYG
2010,139,Kareem Huggins,24.0,2.0,2,4,11,2.8,0,1,7,0,1.4,2.8,TB
2010,140,Jerious Norwood,27.0,5.0,1,2,8,4.0,0,1,9,0,2.7,2.7,ATL
2010,141,Brock Bolen,25.0,2.0,1,0,0,,0,1,15,0,2.5,2.5,JAX
2010,142,Brandon James,23.0,1.0,1,0,0,,0,2,4,0,2.4,2.4,IND
2010,143,Kregg Lumpkin,26.0,3.0,2,1,0,0.0,0,1,12,0,1.1,2.2,TB
2010,144,Cedric Peerman,24.0,2.0,2,2,1,0.5,0,1,11,0,1.1,2.2,CIN
2010,145,Thomas Clayton,26.0,4.0,2,7,17,2.4,0,0,0,0,0.8,1.7,
2010,146,Chris Pressley,24.0,2.0,1,1,0,0.0,0,1,6,0,1.6,1.6,CIN
2010,147,Lex Hilliard,26.0,3.0,2,0,0,,0,1,3,0,0.6,1.3,MIA
2010,148,Curtis Brinkley,25.0,1.0,2,2,11,5.5,0,0,0,0,0.6,1.1,SD
2010,149,Garrett Wolfe,26.0,4.0,1,4,8,2.0,0,0,0,0,0.8,0.8,CHI
2010,150,Jehuu Caulcrick,27.0,3.0,1,1,2,2.0,0,0,0,0,0.2,0.2,BUF
2010,151,Larry Johnson,31.0,8.0,2,5,2,0.4,0,0,0,0,0.1,0.2,WAS
2010,152,Leonard Weaver,28.0,6.0,1,1,0,0.0,0,0,0,0,0.0,0.0,PHI
2010,153,Andre Brown,24.0,2.0,1,2,-1,-0.5,0,0,0,0,-0.1,-0.1,DEN
2010,154,Devin Moore,25.0,2.0,1,2,-2,-1.0,0,0,0,0,-0.2,-0.2,IND
2010,155,Antone Smith,25.0,2.0,1,1,-3,-3.0,0,0,0,0,-0.3,-0.3,ATL
2011,1,Ray Rice,24.0,4.0,16,291,1364,4.7,12,76,704,3,23.6,376.8,BAL
2011,2,LeSean McCoy,23.0,3.0,15,273,1309,4.8,17,48,315,3,22.0,330.4,PHI
2011,3,Arian Foster,25.0,3.0,13,278,1224,4.4,10,53,617,2,23.8,309.1,HOU
2011,4,Maurice Jones-Drew,26.0,6.0,16,343,1606,4.7,8,43,374,3,19.2,307.0,JAX
2011,5,Darren Sproles,28.0,7.0,16,87,603,6.9,2,86,710,7,17.0,271.3,NO
2011,6,Marshawn Lynch,25.0,5.0,15,285,1204,4.2,12,28,212,1,16.5,247.6,SEA
2011,7,Ryan Mathews,24.0,2.0,14,222,1091,4.9,6,50,455,0,17.2,240.6,SD
2011,8,Michael Turner,29.0,8.0,16,301,1340,4.5,11,17,168,0,14.6,233.8,ATL
2011,9,Chris Johnson,26.0,4.0,16,262,1047,4.0,4,57,418,0,14.2,227.5,TEN
2011,10,Steven Jackson,28.0,8.0,15,260,1145,4.4,5,42,333,1,15.1,225.8,STL
2011,11,Matt Forte,26.0,4.0,12,203,997,4.9,3,52,490,1,18.7,224.7,CHI
2011,12,Michael Bush,27.0,5.0,16,256,977,3.8,7,37,418,1,14.0,224.5,OAK
2011,13,Reggie Bush,26.0,6.0,15,216,1086,5.0,6,43,296,1,14.9,223.2,MIA
2011,14,Fred Jackson,30.0,5.0,10,170,934,5.5,6,39,442,0,21.3,212.6,BUF
2011,15,Adrian Peterson,26.0,5.0,12,209,973,4.7,12,18,139,1,17.3,207.2,MIN
2011,16,Mike Tolbert,26.0,4.0,15,120,492,4.1,8,54,433,2,13.8,206.5,SD
2011,17,Frank Gore,28.0,7.0,16,282,1211,4.3,8,17,114,0,12.3,197.5,SF
2011,18,Jonathan Stewart,24.0,4.0,16,142,761,5.4,4,47,413,1,12.2,194.4,CAR
2011,19,Ahmad Bradshaw,25.0,5.0,12,171,659,3.9,9,34,267,2,16.0,192.6,NYG
2011,20,Shonn Greene,26.0,3.0,16,253,1054,4.2,6,30,211,0,12.0,192.5,NYJ
2011,21,Pierre Thomas,27.0,5.0,16,110,562,5.1,5,50,425,1,11.5,184.7,NO
2011,22,Rashard Mendenhall,24.0,4.0,15,228,928,4.1,9,18,154,0,12.0,180.2,PIT
2011,23,Chris Wells,23.0,3.0,14,245,1047,4.3,10,10,52,0,12.8,179.9,ARI
2011,24,Roy Helu,23.0,1.0,15,151,640,4.2,2,49,379,1,11.3,168.9,WAS
2011,25,Willis McGahee,30.0,8.0,15,249,1199,4.8,4,12,51,1,11.1,167.0,DEN
2011,26,Cedric Benson,29.0,7.0,15,273,1067,3.9,6,15,82,0,11.1,165.9,CIN
2011,27,C.J. Spiller,24.0,2.0,16,107,561,5.2,4,39,269,2,9.9,158.0,BUF
2011,28,BenJarvus Green-Ellis,26.0,4.0,16,181,667,3.7,11,9,159,0,9.8,157.6,NE
2011,29,DeAngelo Williams,28.0,6.0,16,155,836,5.4,7,16,135,0,9.7,155.1,CAR
2011,30,DeMarco Murray,23.0,1.0,13,163,895,5.5,2,26,183,0,11.2,145.8,DAL
2011,31,Dexter McCluster,23.0,2.0,16,113,510,4.5,1,47,334,1,9.0,143.4,KC
2011,32,Ben Tate,23.0,2.0,15,175,942,5.4,4,13,98,0,9.4,141.0,HOU
2011,33,LeGarrette Blount,25.0,2.0,14,184,781,4.2,5,15,148,0,9.8,137.9,TB
2011,34,Brandon Jacobs,29.0,7.0,14,152,571,3.8,7,15,128,1,9.5,132.9,NYG
2011,35,LaDainian Tomlinson,32.0,11.0,14,75,280,3.7,1,42,449,2,9.5,132.9,NYJ
2011,36,Darren McFadden,24.0,4.0,7,113,614,5.4,4,19,154,1,18.0,125.8,OAK
2011,37,Ryan Grant,29.0,7.0,15,134,559,4.2,2,19,268,1,8.0,119.7,GB
2011,38,Donald Brown,24.0,3.0,12,134,645,4.8,5,16,86,0,9.9,119.1,IND
2011,39,Toby Gerhart,24.0,2.0,15,109,531,4.9,1,23,190,3,7.9,119.1,MIN
2011,40,Felix Jones,24.0,4.0,12,128,577,4.5,1,33,221,0,9.9,118.8,DAL
2011,41,Kevin Smith,25.0,4.0,7,72,356,4.9,4,22,179,3,16.8,117.5,DET
2011,42,James Starks,25.0,2.0,13,133,578,4.3,1,29,216,0,8.8,114.4,GB
2011,43,Jahvid Best,22.0,2.0,6,84,390,4.6,2,27,287,1,18.8,112.7,DET
2011,44,Peyton Hillis,25.0,4.0,10,161,587,3.6,3,22,130,0,11.2,111.7,CLE
2011,45,Kendall Hunter,23.0,1.0,15,112,473,4.2,2,16,195,0,6.3,94.8,SF
2011,46,Mark Ingram II,22.0,1.0,10,122,474,3.9,5,11,46,0,9.3,93.0,NO
2011,47,Maurice Morris,32.0,10.0,13,80,316,4.0,1,26,230,1,7.1,92.6,DET
2011,48,Isaac Redman,27.0,3.0,16,110,479,4.4,3,18,78,0,5.7,91.7,PIT
2011,49,Marion Barber,28.0,7.0,11,114,422,3.7,6,5,50,0,8.0,88.2,CHI
2011,50,Jackie Battle,28.0,5.0,15,149,597,4.0,2,9,68,0,5.8,87.5,KC
2011,51,Daniel Thomas,24.0,1.0,13,165,581,3.5,0,12,72,1,6.4,83.3,MIA
2011,52,Lance Ball,26.0,2.0,15,96,402,4.2,1,16,148,1,5.5,83.0,DEN
2011,53,Kregg Lumpkin,27.0,4.0,15,31,105,3.4,0,41,291,0,5.4,80.6,TB
2011,54,Marcel Reece,26.0,4.0,11,17,112,6.6,0,27,299,2,7.3,80.1,OAK
2011,55,Chris Ogbonnaya,25.0,3.0,12,76,340,4.5,1,23,165,0,6.6,79.5,
2011,56,Ricky Williams,34.0,13.0,16,108,444,4.1,2,13,83,0,4.9,77.7,BAL
2011,57,Danny Woodhead,26.0,4.0,14,77,351,4.6,1,18,157,0,5.3,74.8,NE
2011,58,Joseph Addai,28.0,6.0,12,118,433,3.7,1,15,93,0,6.1,73.6,IND
2011,59,Bernard Scott,27.0,3.0,16,112,380,3.4,3,13,38,0,4.6,72.8,CIN
2011,60,Jacquizz Rodgers,21.0,1.0,16,57,205,3.6,1,21,188,1,4.5,72.3,ATL
2011,61,Kahlil Bell,25.0,3.0,7,79,337,4.3,0,19,133,1,10.3,72.0,CHI
2011,62,Javon Ringer,24.0,3.0,12,59,185,3.1,1,28,187,0,5.9,71.2,TEN
2011,63,John Kuhn,29.0,6.0,15,30,78,2.6,4,15,77,2,4.4,66.5,GB
2011,64,LaRod Stephens-Howling,24.0,3.0,14,43,167,3.9,0,13,234,2,4.6,65.1,ARI
2011,65,Jason Snelling,28.0,5.0,15,44,151,3.4,0,26,179,1,4.3,65.0,ATL
2011,66,Cadillac Williams,29.0,7.0,11,88,368,4.2,1,13,86,0,5.9,64.4,STL
2011,67,Earnest Graham,31.0,8.0,7,37,206,5.6,0,26,163,0,9.0,62.9,TB
2011,68,Tim Hightower,25.0,4.0,5,84,321,3.8,1,10,78,1,12.4,61.9,WAS
2011,69,Danny Ware,26.0,5.0,15,46,163,3.5,0,27,170,0,4.0,60.3,NYG
2011,70,Thomas Jones,33.0,12.0,16,153,478,3.1,0,5,43,0,3.6,57.1,KC
2011,71,Delone Carter,24.0,1.0,15,101,377,3.7,2,5,18,0,3.8,56.5,IND
2011,72,Justin Forsett,26.0,4.0,16,46,145,3.2,1,23,128,0,3.5,56.3,SEA
2011,73,Stevan Ridley,22.0,1.0,12,87,441,5.1,1,3,13,0,4.5,54.4,NE
2011,74,Montario Hardesty,24.0,2.0,9,88,266,3.0,0,14,122,0,5.9,52.8,CLE
2011,75,Tashard Choice,27.0,4.0,13,57,152,2.7,1,19,124,0,4.0,52.6,
