Year,Rank,Name,Age,Exp,G,Rsh,RshYd,Y/Rsh,RshTD,Rec,RecYd,RecTD,FP/G,FantPt,Team
2004,8,Corey Dillon,30.0,8.0,15,345,1635,4.7,12,15,103,1,17.8,266.8,NE
2004,9,Clinton Portis,23.0,3.0,15,343,1315,3.8,5,40,235,2,16.1,241.6,WAS
2004,10,Rudi Johnson,25.0,3.0,16,361,1454,4.0,12,15,84,0,15.0,240.8,CIN
2004,11,Ahman Green,27.0,7.0,15,259,1163,4.5,7,40,275,1,15.8,236.6,GB
2004,12,Thomas Jones,26.0,5.0,14,240,948,4.0,7,56,427,0,16.8,235.5,CHI
2004,13,Michael Pittman,29.0,7.0,13,219,926,4.2,7,41,391,3,17.9,232.7,TB
2004,14,Willis McGahee,23.0,1.0,15,284,1128,4.0,13,22,169,0,15.3,229.7,BUF
2004,15,Reuben Droughns,26.0,4.0,16,275,1240,4.5,6,32,241,2,14.3,228.1,DEN
2004,16,Warrick Dunn,29.0,8.0,16,265,1106,4.2,9,29,294,0,13.9,223.0,ATL
2004,17,Deuce McAllister,26.0,4.0,14,269,1074,4.0,9,34,228,0,15.6,218.2,NO
2004,18,Priest Holmes,31.0,8.0,8,196,892,4.6,14,19,187,1,27.1,216.9,KC
2004,19,Fred Taylor,28.0,7.0,14,260,1224,4.7,2,36,345,1,15.1,210.9,JAX
2004,20,Nick Goings,26.0,4.0,16,217,821,3.8,6,45,394,1,13.0,208.5,CAR
2004,21,Kevin Jones,22.0,1.0,15,241,1133,4.7,5,28,180,1,13.0,195.3,DET
2004,22,Jerome Bettis,32.0,12.0,14,250,941,3.8,13,6,46,0,13.4,187.1,PIT
2004,23,Marshall Faulk,31.0,11.0,14,195,774,4.0,3,50,310,1,13.0,182.4,STL
2004,24,Kevan Barlow,25.0,4.0,15,244,822,3.4,7,35,212,0,12.0,180.4,SF
2004,25,Emmitt Smith,35.0,15.0,15,267,937,3.5,9,15,105,0,11.9,178.0,ARI
2004,26,Chris Brown,23.0,2.0,11,220,1067,4.9,6,20,147,0,16.1,177.4,TEN
2004,27,Larry Johnson,25.0,2.0,8,120,581,4.8,9,22,278,2,21.7,173.9,KC
2004,28,Jamal Lewis,25.0,5.0,12,235,1006,4.3,7,10,116,0,13.7,164.2,BAL
2004,29,Derrick Blaylock,25.0,3.0,12,118,539,4.6,8,25,244,1,13.1,157.3,KC
2004,30,Onterrio Smith,24.0,2.0,11,124,544,4.4,2,36,394,2,14.0,153.8,MIN
2004,31,Julius Jones,23.0,1.0,8,197,819,4.2,7,17,109,0,19.0,151.8,DAL
2004,32,Chester Taylor,25.0,3.0,16,160,714,4.5,2,30,184,0,8.2,131.8,BAL
2004,33,Lee Suggs,24.0,2.0,10,199,744,3.7,2,20,178,1,13.0,130.2,CLE
2004,34,Steven Jackson,21.0,1.0,14,134,673,5.0,4,19,189,0,9.2,129.2,STL
2004,35,Amos Zereoue,28.0,6.0,15,112,425,3.8,3,39,284,0,8.5,127.9,OAK
2004,36,Sammy Morris,27.0,5.0,12,132,523,4.0,6,22,124,0,10.2,122.7,MIA
2004,37,Antowain Smith,32.0,8.0,11,137,509,3.7,4,22,169,0,10.3,113.8,TEN
2004,38,Tony Fisher,25.0,3.0,16,65,224,3.4,0,38,277,2,6.5,104.4,GB
2004,39,T.J. Duckett,23.0,3.0,12,104,509,4.9,8,3,15,0,8.6,103.4,ATL
2004,40,Shawn Bryson,28.0,5.0,16,50,264,5.3,0,44,322,0,6.4,102.6,DET
2004,41,Duce Staley,29.0,8.0,10,192,830,4.3,1,6,55,0,10.0,100.5,PIT
2004,42,Kevin Faulk,28.0,6.0,11,54,255,4.7,2,26,248,1,8.6,94.3,NE
2004,43,William Green,25.0,3.0,14,163,585,3.6,2,14,84,0,6.6,92.9,CLE
2004,44,Mewelde Moore,22.0,1.0,7,65,379,5.8,0,27,238,0,12.7,88.7,MIN
2004,45,Jerald Sowell,30.0,8.0,15,2,28,14.0,0,45,342,1,5.9,88.0,NYJ
2004,46,Eddie George,31.0,9.0,13,132,432,3.3,4,9,83,0,6.5,84.5,DAL
2004,47,Moe Williams,30.0,9.0,13,30,161,5.4,3,21,233,1,6.5,84.4,MIN
2004,48,Mike Alstott,31.0,9.0,14,67,230,3.4,2,29,202,0,6.0,84.2,TB
2004,49,LaMont Jordan,26.0,4.0,14,93,479,5.2,2,15,112,0,6.0,84.1,NYJ
2004,50,Dorsey Levens,34.0,11.0,13,94,410,4.4,4,9,92,0,6.4,83.2,PHI
2004,51,Aaron Stecker,29.0,5.0,14,58,244,4.2,2,29,174,0,5.9,82.8,NO
2004,52,Anthony Thomas,27.0,4.0,12,122,404,3.3,2,17,132,0,6.9,82.6,CHI
2004,53,Richie Anderson,33.0,12.0,11,57,246,4.3,1,26,207,0,7.5,82.3,DAL
2004,54,Michael Bennett,26.0,4.0,10,70,276,3.9,1,21,207,1,8.1,81.3,MIN
2004,55,Maurice Hicks,26.0,1.0,8,96,362,3.8,2,16,154,0,10.0,79.6,SF
2004,56,Tyrone Wheatley,32.0,10.0,8,85,327,3.8,4,15,78,0,9.9,79.5,OAK
2004,57,Jonathan Wells,25.0,3.0,14,82,299,3.6,3,11,79,2,5.6,78.8,HOU
2004,58,Travis Minor,25.0,4.0,11,109,388,3.6,3,13,75,0,7.0,77.3,MIA
2004,59,William Henderson,33.0,10.0,16,0,0,,0,34,239,3,4.7,75.9,GB
2004,60,Brad Hoover,28.0,5.0,14,68,246,3.6,0,21,161,2,5.3,73.7,CAR
2004,61,Obafemi Ayanbadejo,29.0,7.0,14,30,122,4.1,3,19,171,1,5.2,72.3,ARI
2004,62,Verron Haynes,25.0,3.0,12,55,272,4.9,0,18,142,2,6.0,71.4,PIT
2004,63,Tatum Bell,23.0,1.0,9,75,396,5.3,3,5,80,0,7.8,70.6,DEN
2004,64,Ladell Betts,25.0,3.0,13,90,371,4.1,1,15,108,0,5.3,68.9,WAS
2004,65,J.R. Redmond,27.0,5.0,15,21,119,5.7,0,32,233,0,4.5,67.2,OAK
2004,66,LaBrandon Toefield,24.0,2.0,14,51,169,3.3,0,28,151,1,4.7,66.0,JAX
2004,67,Quentin Griffin,23.0,2.0,5,85,311,3.7,2,10,68,1,13.2,65.9,DEN
2004,68,Kenny Watson,26.0,3.0,15,26,161,6.2,0,25,171,1,4.3,64.2,CIN
2004,69,Patrick Pass,27.0,5.0,12,39,141,3.6,0,28,215,0,5.3,63.6,NE
2004,70,Jesse Chatman,25.0,3.0,11,65,392,6.0,3,2,17,0,5.5,60.9,SD
2004,71,Zack Crockett,32.0,10.0,12,48,232,4.8,2,16,87,0,5.0,59.9,OAK
2004,72,Najeh Davenport,25.0,3.0,10,71,359,5.1,2,4,33,0,5.5,55.2,GB
2004,73,DeShaun Foster,24.0,3.0,4,59,255,4.3,2,9,76,0,13.5,54.1,CAR
2004,74,Justin Griffith,23.0,2.0,12,9,39,4.3,0,22,220,1,4.5,53.9,ATL
2004,75,Troy Fleming,24.0,1.0,12,7,40,5.7,0,19,164,2,4.3,51.4,TEN
2004,76,Artose Pinner,26.0,2.0,7,57,174,3.1,2,11,72,0,6.8,47.6,DET
2004,77,Travis Henry,26.0,4.0,9,94,326,3.5,0,10,45,0,5.2,47.1,BUF
2004,78,Josh Scobey,25.0,2.0,10,27,89,3.3,0,18,191,0,4.6,46.0,ARI
2004,79,Troy Hambrick,28.0,5.0,9,63,283,4.5,1,4,16,1,5.1,45.9,ARI
2004,80,Terry Jackson,28.0,6.0,14,26,101,3.9,0,21,139,0,3.2,45.0,SF
2004,81,Mack Strong,33.0,11.0,15,36,131,3.6,0,21,99,0,2.9,44.0,SEA
2004,82,Greg Jones,23.0,1.0,15,62,162,2.6,3,3,13,0,2.6,38.5,JAX
2004,83,Cory Schlesinger,32.0,10.0,10,4,7,1.8,0,10,91,3,3.8,37.8,DET
2004,84,Justin Fargas,24.0,2.0,10,35,126,3.6,1,11,68,0,3.6,36.4,OAK
2004,85,Tony Richardson,33.0,10.0,14,12,56,4.7,0,19,118,0,2.6,36.4,KC
2004,86,Dominic Rhodes,25.0,4.0,12,53,254,4.8,1,2,24,0,3.0,35.8,IND
2004,87,Reno Mahe,24.0,1.0,9,23,91,4.0,0,14,123,0,3.9,35.4,PHI
2004,88,Kyle Johnson,26.0,1.0,6,0,0,,0,9,126,2,5.6,33.6,DEN
2004,89,Shaud Williams,24.0,1.0,4,42,167,4.0,2,3,19,0,8.4,33.6,BUF
2004,90,Jason McKie,24.0,3.0,7,1,1,1.0,0,13,70,2,4.6,32.1,CHI
2004,91,Bryan Johnson,26.0,4.0,11,0,0,,0,14,55,2,2.9,31.5,CHI
2004,92,James Mungro,26.0,3.0,8,5,19,3.8,0,7,36,3,3.8,30.5,IND
2004,93,Daimon Shelton,32.0,8.0,12,0,0,,0,17,114,0,2.4,28.4,BUF
2004,94,Mike Cloud,29.0,6.0,5,21,90,4.3,3,1,3,0,5.7,28.3,NYG
2004,95,Jeremi Johnson,24.0,2.0,12,3,5,1.7,0,16,53,1,2.3,27.8,CIN
2004,96,Jim Finn,28.0,5.0,10,3,7,2.3,0,15,112,0,2.7,26.9,NYG
2004,97,Maurice Morris,25.0,3.0,14,30,126,4.2,0,9,53,0,1.9,26.9,SEA
2004,98,Lamar Gordon,24.0,3.0,3,35,64,1.8,0,13,74,0,8.9,26.8,MIA
2004,99,Charlie Garner,32.0,11.0,3,30,111,3.7,0,9,62,0,8.8,26.3,TB
2004,100,Ron Dayne,26.0,5.0,11,52,179,3.4,1,1,7,0,2.3,25.6,NYG
2004,101,Dan Kreider,27.0,5.0,9,4,18,4.5,0,10,75,1,2.8,25.3,PIT
2004,102,Lorenzo Neal,34.0,12.0,14,16,53,3.3,0,13,66,0,1.8,24.9,SD
2004,103,Joey Goodspeed,26.0,2.0,12,3,6,2.0,1,11,71,0,2.1,24.7,STL
2004,104,Robert Holcombe,29.0,7.0,14,17,62,3.6,0,11,60,0,1.7,23.2,TEN
2004,105,Willie Parker,24.0,1.0,6,32,186,5.8,0,3,16,0,3.9,23.2,PIT
2004,106,Darian Barnes,24.0,2.0,11,5,10,2.0,0,10,59,1,2.1,22.9,DAL
2004,107,Rob Konrad,28.0,6.0,10,2,18,9.0,0,8,69,1,2.3,22.7,MIA
2004,108,Jamal Robertson,27.0,2.0,3,16,71,4.4,1,4,34,0,6.8,20.5,SF
2004,109,ReShard Lee,24.0,1.0,8,27,128,4.7,1,1,4,0,2.5,20.2,DAL
2004,110,Chris Fuamatu-Ma'afala,27.0,7.0,7,20,69,3.5,1,4,19,0,2.7,18.8,JAX
2004,111,Alan Ricard,27.0,3.0,13,10,36,3.6,0,11,39,0,1.4,18.5,BAL
2004,112,Garrison Hearst,33.0,11.0,6,20,81,4.1,1,2,20,0,3.0,18.1,DEN
2004,113,Leonard Henry,26.0,1.0,4,45,134,3.0,0,3,12,0,4.4,17.6,MIA
2004,114,Jameel Cook,25.0,4.0,6,0,0,,0,7,44,1,2.9,17.4,TB
2004,115,Josh Parry,26.0,1.0,10,0,0,,0,9,75,0,1.6,16.5,PHI
2004,116,James Jackson,28.0,4.0,3,12,81,6.8,0,6,22,0,5.4,16.3,CLE
2004,117,Jamel White,27.0,5.0,10,27,82,3.0,0,6,21,0,1.6,16.3,
2004,118,Fred Beasley,30.0,7.0,11,9,15,1.7,0,10,44,0,1.4,15.9,SF
2004,119,Michael Turner,22.0,1.0,2,20,104,5.2,0,4,8,0,7.6,15.2,SD
2004,120,Arlen Harris,24.0,2.0,2,20,63,3.2,0,4,44,0,7.4,14.7,STL
2004,121,Stephen Davis,30.0,9.0,2,24,92,3.8,0,2,32,0,7.2,14.4,CAR
2004,122,Tony Hollings,23.0,2.0,3,11,47,4.3,0,5,46,0,4.8,14.3,HOU
2004,123,Terrelle Smith,26.0,5.0,9,4,9,2.3,0,7,39,0,1.3,11.8,CLE
2004,124,Larry Croom,23.0,1.0,4,29,76,2.6,0,2,16,0,2.8,11.2,ARI
2004,125,Marc Edwards,30.0,8.0,7,0,0,,0,7,41,0,1.6,11.1,JAX
2004,126,Mike Karney,23.0,1.0,8,3,7,2.3,0,6,42,0,1.4,10.9,NO
2004,127,Stanley Pritchett,31.0,9.0,3,6,18,3.0,0,2,5,1,3.4,10.3,ATL
2004,128,Musa Smith,22.0,2.0,4,12,48,4.0,0,2,31,0,2.5,9.9,BAL
2004,129,Rabih Abdullah,29.0,6.0,6,13,13,1.0,1,1,9,0,1.5,9.2,NE
2004,130,B.J. Sams,24.0,1.0,7,4,19,4.8,1,1,2,0,1.3,9.1,BAL
2004,131,Joe Burns,25.0,3.0,8,20,73,3.7,0,1,7,0,1.1,9.0,BUF
2004,132,Eric McCoo,24.0,1.0,1,9,54,6.0,0,2,15,0,8.9,8.9,PHI
2004,133,Andrew Pinnock,24.0,1.0,1,9,26,2.9,0,3,26,0,8.2,8.2,SD
2004,134,Joe Echemandu,24.0,1.0,2,8,25,3.1,0,3,25,0,4.0,8.0,CLE
2004,135,Brandon Bennett,31.0,7.0,3,6,17,2.8,1,0,0,0,2.6,7.7,CAR
2004,136,Thomas Tapeh,24.0,1.0,4,12,42,3.5,0,2,15,0,1.9,7.7,PHI
2004,137,Stephen Trejo,27.0,4.0,3,0,0,,0,4,37,0,2.6,7.7,DET
2004,138,Jon Ritchie,30.0,7.0,2,0,0,,0,4,36,0,3.8,7.6,PHI
2004,139,Earnest Graham,24.0,1.0,7,13,73,5.6,0,0,0,0,1.0,7.3,TB
2004,140,Adrian Peterson,25.0,3.0,2,6,19,3.2,0,2,30,0,3.4,6.9,CHI
2004,141,Chris Perry,23.0,1.0,2,2,1,0.5,0,3,33,0,3.2,6.4,CIN
2004,142,Chris Hetherington,32.0,9.0,2,1,4,4.0,0,3,28,0,3.1,6.2,OAK
2004,143,Ian Smart,24.0,1.0,3,2,26,13.0,0,2,10,0,1.9,5.6,TB
2004,144,B.J. Askew,24.0,2.0,3,6,23,3.8,0,2,12,0,1.8,5.5,NYJ
2004,145,Jamar Martin,24.0,2.0,5,0,0,,0,4,15,0,1.1,5.5,MIA
2004,146,Fred McAfee,36.0,14.0,2,2,54,27.0,0,0,0,0,2.7,5.4,NO
2004,147,Brock Forsey,24.0,2.0,3,19,53,2.8,0,0,0,0,1.8,5.3,MIA
2004,148,Joey Harris,24.0,1.0,3,15,53,3.5,0,0,0,0,1.8,5.3,CAR
2004,149,Heath Evans,26.0,4.0,4,7,20,2.9,0,2,12,0,1.3,5.2,SEA
2004,150,Cedric Cobbs,23.0,1.0,3,22,50,2.3,0,0,0,0,1.7,5.0,NE
2004,151,Fred McCrary,32.0,6.0,2,0,0,,0,2,23,0,2.2,4.3,ATL
2004,152,Moran Norris,26.0,2.0,5,1,0,0.0,0,3,13,0,0.9,4.3,HOU
2004,153,Walter Williams,27.0,1.0,1,6,42,7.0,0,0,0,0,4.2,4.2,GB
2004,154,Cecil Sapp,26.0,2.0,2,4,32,8.0,0,0,0,0,1.6,3.2,DEN
2004,155,David Allen,26.0,2.0,2,0,0,,0,2,8,0,1.4,2.8,JAX
2004,156,George Layne,26.0,3.0,2,1,12,12.0,0,1,6,0,1.4,2.8,ATL
2004,157,Vick King,24.0,1.0,2,4,9,2.3,0,1,8,0,1.4,2.7,MIA
2004,158,Nicolas Luchey,27.0,3.0,6,10,24,2.4,0,0,0,0,0.4,2.4,GB
2004,159,Mike Sellers,29.0,7.0,2,0,0,,0,1,14,0,1.2,2.4,WAS
2004,160,Greg Comella,29.0,7.0,1,0,0,,0,1,12,0,2.2,2.2,TB
2004,161,Larry Ned,26.0,1.0,1,0,0,,0,1,9,0,1.9,1.9,MIN
2004,162,Rod Smart,27.0,4.0,2,3,4,1.3,0,1,5,0,1.0,1.9,CAR
2004,163,Ki-Jana Carter,31.0,9.0,2,10,17,1.7,0,0,0,0,0.8,1.7,NO
2004,164,Kerry Carter,24.0,2.0,1,4,15,3.8,0,0,0,0,1.5,1.5,SEA
2004,165,Jarrod Baxter,25.0,3.0,1,2,1,0.5,0,1,3,0,1.4,1.4,HOU
2004,166,Lousaka Polite,23.0,1.0,1,0,0,,0,1,4,0,1.4,1.4,DAL
2004,167,Jasen Isom,27.0,1.0,2,1,0,0.0,0,1,1,0,0.6,1.1,SF
2004,168,Jason Wright,22.0,1.0,2,3,10,3.3,0,0,0,0,0.5,1.0,ATL
2004,169,Damien Anderson,25.0,3.0,1,1,2,2.0,0,0,0,0,0.2,0.2,ARI
2004,170,Dante Brown,24.0,1.0,1,1,2,2.0,0,0,0,0,0.2,0.2,PIT
2004,171,Omar Easy,27.0,3.0,1,4,1,0.3,0,0,0,0,0.1,0.1,KC
2005,1,Shaun Alexander,28.0,6.0,16,370,1880,5.1,27,15,78,1,23.7,378.8,SEA
2005,2,Larry Johnson,26.0,3.0,16,336,1750,5.2,20,33,343,1,23.0,368.3,KC
2005,3,LaDainian Tomlinson,26.0,5.0,16,339,1462,4.3,18,51,370,2,23.0,368.1,SD
2005,4,Tiki Barber,30.0,9.0,16,357,1860,5.2,9,54,530,2,22.4,359.0,NYG
2005,5,Edgerrin James,27.0,7.0,15,360,1506,4.2,13,44,337,1,20.8,312.3,IND
2005,6,LaMont Jordan,27.0,5.0,14,272,1025,3.8,9,70,563,2,21.1,294.8,OAK
2005,7,Clinton Portis,24.0,4.0,16,352,1516,4.3,11,30,216,0,17.1,273.9,WAS
2005,8,Rudi Johnson,26.0,4.0,16,337,1458,4.3,12,23,90,0,15.6,249.8,CIN
2005,9,Steven Jackson,22.0,2.0,15,254,1046,4.1,8,43,320,2,16.0,239.6,STL
2005,10,Thomas Jones,27.0,6.0,15,314,1335,4.3,9,26,143,0,15.2,227.8,CHI
2005,11,Brian Westbrook,26.0,4.0,12,156,617,4.0,3,61,616,4,18.9,226.3,PHI
2005,12,Mike Anderson,32.0,6.0,15,239,1014,4.2,12,18,212,1,14.6,218.6,DEN
2005,13,Warrick Dunn,30.0,9.0,16,280,1416,5.1,3,29,220,1,13.5,216.6,ATL
2005,14,Reuben Droughns,27.0,5.0,16,309,1232,4.0,2,39,369,0,13.2,211.1,CLE
2005,15,Domanick Williams,25.0,3.0,11,230,976,4.2,2,39,337,4,18.8,206.3,HOU
2005,16,Willis McGahee,24.0,2.0,16,325,1247,3.8,5,28,178,0,12.5,200.5,BUF
2005,17,Corey Dillon,31.0,9.0,11,209,733,3.5,12,22,181,1,17.4,191.4,NE
2005,18,Willie Parker,25.0,2.0,15,255,1202,4.7,4,18,218,1,12.7,190.0,PIT
2005,19,Julius Jones,24.0,2.0,13,257,993,3.9,5,35,218,0,14.3,186.1,DAL
2005,20,Chris Brown,24.0,3.0,15,224,851,3.8,5,25,327,2,12.3,184.8,TEN
2005,21,Cadillac Williams,23.0,1.0,14,290,1178,4.1,6,20,81,0,13.0,181.9,TB
2005,22,DeShaun Foster,25.0,4.0,15,205,879,4.3,2,34,372,1,11.8,177.1,CAR
2005,23,Ronnie Brown,24.0,1.0,15,207,907,4.4,4,32,232,1,11.7,175.9,MIA
2005,24,Tatum Bell,24.0,2.0,14,173,921,5.3,8,18,104,0,12.0,168.5,DEN
2005,25,Jamal Lewis,26.0,6.0,15,269,906,3.4,3,32,191,1,11.0,165.7,BAL
2005,26,Mewelde Moore,23.0,2.0,14,155,662,4.3,1,37,339,2,11.1,155.1,MIN
2005,27,Curtis Martin,32.0,11.0,12,220,735,3.3,5,24,118,0,11.6,139.3,NYJ
2005,28,Ricky Williams,28.0,7.0,12,168,743,4.4,6,17,93,0,11.4,136.6,MIA
2005,29,Stephen Davis,31.0,10.0,13,180,549,3.1,12,5,45,0,10.5,136.4,CAR
2005,30,Kevan Barlow,26.0,5.0,12,176,581,3.3,3,31,241,0,10.9,131.2,SF
2005,31,Priest Holmes,32.0,9.0,7,119,451,3.8,6,21,197,1,18.3,127.8,KC
2005,32,Kevin Jones,23.0,2.0,13,186,664,3.6,5,20,109,0,9.8,127.3,DET
2005,33,Chester Taylor,26.0,4.0,14,117,487,4.2,0,41,292,1,8.9,124.9,BAL
2005,34,Chris Perry,24.0,2.0,14,61,279,4.6,0,51,328,2,8.8,123.7,CIN
2005,35,Michael Pittman,30.0,8.0,16,70,436,6.2,1,36,300,1,7.6,121.6,TB
2005,36,Fred Taylor,29.0,8.0,11,194,787,4.1,3,13,83,0,10.7,118.0,JAX
2005,37,Samkon Gado,23.0,1.0,8,143,582,4.1,6,10,77,1,14.7,117.9,GB
2005,38,Michael Bennett,27.0,5.0,16,126,473,3.8,3,27,124,2,7.3,116.7,MIN
2005,39,Marion Barber,22.0,1.0,12,138,538,3.9,5,18,115,0,9.4,113.3,DAL
2005,40,Tony Fisher,26.0,4.0,12,60,173,2.9,1,48,347,1,9.4,112.6,GB
2005,41,Marshall Faulk,32.0,12.0,16,65,292,4.5,0,44,291,1,6.8,108.3,STL
2005,42,Frank Gore,22.0,1.0,14,127,608,4.8,3,15,131,0,7.6,106.9,SF
2005,43,Marcel Shipp,27.0,4.0,15,157,451,2.9,0,35,255,0,7.0,105.6,ARI
2005,44,Shawn Bryson,29.0,6.0,16,64,306,4.8,1,37,284,0,6.4,102.0,DET
2005,45,Antowain Smith,33.0,9.0,16,166,659,4.0,3,12,46,0,6.3,100.5,NO
2005,46,Aaron Stecker,30.0,6.0,14,95,363,3.8,0,35,281,0,7.1,99.4,NO
2005,47,Jerome Bettis,33.0,13.0,12,110,368,3.3,9,4,40,0,8.2,98.8,PIT
2005,48,T.J. Duckett,24.0,4.0,14,121,380,3.1,8,6,63,0,7.0,98.3,ATL
2005,49,Greg Jones,24.0,2.0,14,151,575,3.8,4,10,65,0,7.0,98.0,JAX
2005,50,Mike Alstott,32.0,10.0,16,34,80,2.4,6,25,222,1,6.1,97.2,TB
2005,51,Jonathan Wells,26.0,4.0,13,90,325,3.6,4,22,179,0,7.4,96.4,HOU
2005,52,Artose Pinner,27.0,3.0,13,106,349,3.3,3,21,181,0,7.1,92.0,DET
2005,53,J.J. Arrington,22.0,1.0,15,112,370,3.3,2,25,139,0,5.9,87.9,ARI
2005,54,Patrick Pass,28.0,6.0,10,54,245,4.5,3,22,227,0,8.7,87.2,NE
2005,55,Deuce McAllister,27.0,5.0,5,93,335,3.6,3,17,117,0,16.0,80.2,NO
2005,56,Alvin Pearman,23.0,1.0,15,39,149,3.8,1,32,240,0,5.1,76.9,JAX
2005,57,Kyle Johnson,27.0,2.0,15,4,9,2.3,1,17,160,5,4.7,69.9,DEN
2005,58,Kevin Faulk,29.0,7.0,8,51,144,2.8,0,29,260,0,8.7,69.4,NE
2005,59,Verron Haynes,26.0,4.0,14,74,274,3.7,3,11,113,0,4.8,67.7,PIT
2005,60,Mike Sellers,30.0,8.0,9,1,1,1.0,1,12,72,7,7.5,67.3,WAS
2005,61,Maurice Hicks,27.0,2.0,7,59,308,5.2,3,12,47,0,9.4,65.5,SF
2005,62,Ladell Betts,26.0,4.0,12,89,338,3.8,1,10,78,1,5.3,63.6,WAS
2005,63,Adrian Peterson,26.0,4.0,13,76,391,5.1,2,7,48,0,4.8,62.9,CHI
2005,64,Obafemi Ayanbadejo,30.0,8.0,16,22,46,2.1,0,34,231,0,3.9,61.7,ARI
2005,65,Jerald Sowell,31.0,9.0,14,1,1,1.0,1,28,155,2,4.4,61.6,NYJ
2005,66,Ahman Green,28.0,8.0,5,77,255,3.3,0,19,147,0,11.8,59.2,GB
2005,67,Travis Henry,27.0,5.0,9,88,335,3.8,0,13,117,0,6.5,58.2,TEN
2005,68,Dominic Rhodes,26.0,5.0,10,40,118,3.0,4,13,88,0,5.8,57.6,IND
2005,69,Cedric Houston,23.0,1.0,9,81,302,3.7,2,8,66,0,6.3,56.8,NYJ
2005,70,Justin Griffith,24.0,3.0,16,15,65,4.3,0,21,111,3,3.5,56.6,ATL
2005,71,William Henderson,34.0,11.0,15,1,-5,-5.0,0,30,264,0,3.7,55.9,GB
2005,72,Lorenzo Neal,35.0,13.0,16,29,98,3.4,0,24,145,1,3.4,54.3,SD
2005,73,Brandon Jacobs,23.0,1.0,13,38,99,2.6,7,0,0,0,4.0,51.9,NYG
2005,74,Michael Turner,23.0,2.0,12,57,335,5.9,3,0,0,0,4.3,51.5,SD
2005,75,Zack Crockett,33.0,11.0,15,60,208,3.5,1,13,111,0,3.4,50.9,OAK
2005,76,Ryan Moats,23.0,1.0,6,55,278,5.1,3,4,7,0,8.4,50.5,PHI
2005,77,Vernand Morency,25.0,1.0,6,46,184,4.0,2,10,87,0,8.2,49.1,HOU
2005,78,Mack Strong,34.0,12.0,16,17,78,4.6,0,22,166,0,2.9,46.4,SEA
2005,79,Shaud Williams,25.0,2.0,15,45,161,3.6,0,17,118,0,3.0,44.9,BUF
2005,80,Maurice Morris,26.0,4.0,11,71,288,4.1,1,5,48,0,4.1,44.6,SEA
2005,81,Heath Evans,27.0,5.0,9,52,192,3.7,0,14,105,0,4.9,43.7,
2005,82,Lamar Gordon,25.0,4.0,13,54,182,3.4,1,11,79,0,3.3,43.1,PHI
2005,83,LaBrandon Toefield,25.0,3.0,6,36,142,3.9,4,3,17,0,7.2,42.9,JAX
2005,84,Nick Goings,27.0,5.0,13,37,133,3.6,0,14,151,0,3.3,42.4,CAR
2005,85,Jeremi Johnson,25.0,3.0,13,8,14,1.8,0,12,65,3,2.9,37.9,CIN
2005,86,Ron Dayne,27.0,6.0,8,53,270,5.1,1,3,17,0,4.7,37.7,DEN
2005,87,Rock Cartwright,26.0,4.0,7,27,199,7.4,2,2,23,0,5.2,36.2,WAS
2005,88,Jarrett Payton,25.0,2.0,9,33,105,3.2,2,6,30,0,3.5,31.5,TEN
2005,89,Ciatrick Fason,23.0,1.0,9,32,62,1.9,4,0,0,0,3.4,30.2,MIN
2005,90,Duce Staley,30.0,9.0,4,38,148,3.9,1,6,34,0,7.6,30.2,PIT
2005,91,Daimon Shelton,33.0,9.0,13,1,0,0.0,0,13,98,1,2.2,28.8,BUF
2005,92,Marc Edwards,31.0,9.0,8,0,0,,0,10,66,2,3.6,28.6,CHI
2005,93,Cedric Benson,23.0,1.0,9,67,272,4.1,0,1,3,0,3.2,28.5,CHI
2005,94,Reno Mahe,25.0,2.0,7,20,87,4.4,0,12,68,0,3.9,27.5,PHI
2005,95,Sammy Morris,28.0,6.0,8,16,58,3.6,1,8,54,0,3.2,25.2,MIA
2005,96,Brad Hoover,29.0,6.0,11,10,22,2.2,0,14,87,0,2.3,24.9,CAR
2005,97,Najeh Davenport,26.0,4.0,5,30,105,3.5,2,2,3,0,5.0,24.8,GB
2005,98,Terrelle Smith,27.0,6.0,11,6,9,1.5,0,12,58,1,2.2,24.7,CLE
2005,99,Noah Herron,23.0,1.0,4,48,123,2.6,2,0,0,0,6.1,24.3,
2005,100,Tony Richardson,34.0,11.0,16,6,20,3.3,0,9,68,1,1.5,23.8,KC
2005,101,Lousaka Polite,24.0,2.0,11,2,8,4.0,0,9,72,1,2.1,23.0,DAL
2005,102,Troy Fleming,25.0,2.0,10,0,0,,0,10,69,1,2.3,22.9,TEN
2005,103,Tyson Thompson,24.0,1.0,8,46,182,4.0,0,3,16,0,2.8,22.8,DAL
2005,104,Josh Parry,27.0,2.0,9,0,0,,0,13,89,0,2.4,21.9,PHI
2005,105,Terry Jackson,29.0,7.0,12,2,11,5.5,0,10,67,0,1.5,17.8,SF
2005,106,Jameel Cook,26.0,5.0,8,0,0,,0,7,43,1,2.2,17.3,TB
2005,107,Mike Karney,24.0,2.0,11,6,12,2.0,0,10,61,0,1.6,17.3,NO
2005,108,Cory Schlesinger,33.0,11.0,8,1,1,1.0,0,8,31,1,2.2,17.2,DET
2005,109,Madison Hedgecock,24.0,1.0,7,1,0,0.0,0,9,69,0,2.3,15.9,STL
