Year,Rank,Name,Age,Exp,G,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2024,2,Trey McBride,25.0,3.0,11,73,781,10.7,0,14.8,163.3,ARI
2024,3,George Kittle,31.0,8.0,10,50,649,13.0,8,16.3,162.9,SF
2024,4,Travis Kelce,35.0,12.0,12,75,637,8.5,2,12.6,150.8,KC
2024,5,Jonnu Smith,29.0,8.0,12,58,648,11.2,4,12.2,146.7,MIA
2024,6,Mark Andrews,29.0,7.0,13,43,490,11.4,7,10.3,134.4,BAL
2024,7,Cade Otton,25.0,3.0,12,54,506,9.4,4,10.7,128.2,TB
2024,8,Zach Ertz,34.0,12.0,13,52,501,9.6,4,9.7,126.1,WAS
2024,9,Hunter Henry,30.0,9.0,13,58,610,10.5,1,9.6,125.0,NE
2024,10,Tucker Kraft,24.0,2.0,12,36,480,13.3,6,10.0,120.4,GB
2024,11,David Njoku,28.0,8.0,9,49,397,8.1,4,12.5,112.7,CLE
2024,12,Pat Freiermuth,26.0,4.0,12,41,422,10.3,4,8.9,107.2,PIT
2024,13,Cole Kmet,25.0,5.0,12,42,448,10.7,3,8.7,104.8,CHI
2024,14,Taysom Hill,34.0,8.0,8,23,187,8.1,0,13.0,104.3,NO
2024,15,Kyle Pitts,24.0,4.0,12,35,494,14.1,3,8.5,102.4,ATL
2024,16,Sam LaPorta,23.0,2.0,11,31,391,12.6,5,9.1,100.1,DET
2024,17,Isaiah Likely,24.0,3.0,12,33,384,11.6,4,8.0,95.4,BAL
2024,18,Mike Gesicki,29.0,7.0,12,39,436,11.2,2,7.9,94.6,CIN
2024,19,Dallas Goedert,29.0,7.0,9,38,441,11.6,2,10.5,94.1,PHI
2024,20,Noah Gray,25.0,4.0,12,31,373,12.0,4,7.7,92.3,KC
2024,21,Dalton Schultz,28.0,7.0,13,41,424,10.3,1,6.9,89.4,HOU
2024,22,Will Dissly,28.0,7.0,12,41,399,9.7,1,7.2,86.9,LAC
2024,23,Austin Hooper,30.0,9.0,13,31,337,10.9,3,6.4,82.7,NE
2024,24,Evan Engram,30.0,8.0,8,43,332,7.7,1,10.3,82.2,JAX
2024,25,Dalton Kincaid,25.0,2.0,10,34,356,10.5,2,8.2,81.6,BUF
2024,26,Jake Ferguson,25.0,3.0,9,43,369,8.6,0,8.9,79.9,DAL
2024,27,Tyler Conklin,29.0,7.0,12,33,284,8.6,2,6.1,73.4,NYJ
2024,28,Juwan Johnson,28.0,5.0,12,30,313,10.4,2,6.1,73.3,NO
2024,29,Theo Johnson,23.0,1.0,12,29,331,11.4,1,5.7,68.1,NYG
2024,30,Chig Okonkwo,25.0,3.0,12,27,289,10.7,2,5.7,67.9,TEN
2024,31,Ja'Tavion Sanders,21.0,1.0,11,29,302,10.4,1,5.9,65.2,CAR
2024,32,Noah Fant,27.0,6.0,9,30,311,10.4,0,6.8,61.1,SEA
2024,33,Josh Oliver,27.0,6.0,10,19,216,11.4,3,5.9,58.6,MIN
2024,34,Colby Parkinson,25.0,5.0,12,26,256,9.8,1,4.8,57.6,LAR
2024,35,Brenton Strange,24.0,2.0,12,22,235,10.7,2,4.8,57.5,JAX
2024,36,Foster Moreau,27.0,6.0,12,17,223,13.1,3,4.8,57.3,NO
2024,37,Jordan Akins,32.0,7.0,12,23,229,10.0,1,4.3,51.9,CLE
2024,38,AJ Barner,22.0,1.0,12,21,180,8.6,2,4.2,51.0,SEA
2024,39,T.J. Hockenson,27.0,6.0,5,23,254,11.0,0,9.7,48.4,MIN
2024,40,Luke Schoonmaker,26.0,2.0,12,22,200,9.1,1,4.0,48.0,DAL
2024,41,Dawson Knox,28.0,6.0,12,16,238,14.9,1,3.8,45.8,BUF
2024,42,Johnny Mundt,30.0,8.0,12,18,135,7.5,2,3.6,43.5,MIN
2024,43,Elijah Higgins,24.0,2.0,12,17,144,8.5,2,3.6,43.4,ARI
2024,44,Darnell Washington,23.0,2.0,12,18,192,10.7,1,3.6,43.2,PIT
2024,45,Grant Calcaterra,26.0,3.0,12,17,216,12.7,0,3.2,38.6,PHI
2024,46,Erick All Jr.,24.0,1.0,9,20,158,7.9,0,4.0,35.8,CIN
2024,47,Brock Wright,26.0,4.0,12,13,100,7.7,2,2.9,35.0,DET
2024,48,Tanner Hudson,30.0,7.0,8,16,115,7.2,1,4.2,33.6,CIN
2024,49,Cade Stover,24.0,1.0,13,14,132,9.4,1,2.6,33.2,HOU
2024,50,Nick Vannett,31.0,9.0,12,12,90,7.5,2,2.8,33.0,TEN
2024,51,Josh Whyle,25.0,2.0,12,16,151,9.4,0,2.6,31.1,TEN
2024,52,Adam Trautman,27.0,5.0,13,9,158,17.6,1,2.4,30.8,DEN
2024,53,Tommy Tremble,24.0,4.0,7,15,154,10.3,0,4.3,30.4,CAR
2024,54,Mo Alie-Cox,31.0,8.0,13,11,132,12.0,1,2.3,30.2,IND
2024,55,Charlie Kolar,25.0,3.0,12,9,131,14.6,1,2.4,28.3,BAL
2024,56,Lucas Krull,26.0,3.0,9,13,120,9.2,0,2.8,25.0,DEN
2024,57,Nate Adkins,25.0,2.0,13,7,50,7.1,2,1.8,24.0,DEN
2024,58,Drew Ogletree,26.0,3.0,13,8,88,11.0,1,1.8,22.8,IND
2024,59,Drew Sample,28.0,6.0,12,11,59,5.4,1,1.9,22.5,CIN
2024,60,Jeremy Ruckert,24.0,3.0,12,14,76,5.4,0,1.8,21.6,NYJ
2024,61,Ryan Miller,24.0,2.0,6,7,84,12.0,1,3.6,21.4,TB
2024,62,Julian Hill,24.0,2.0,11,11,86,7.8,0,1.8,19.6,MIA
2024,63,Harrison Bryant,26.0,5.0,8,9,86,9.6,0,2.2,17.6,LV
2024,64,Brevyn Spann-Ford,25.0,1.0,12,8,86,10.8,0,1.4,16.6,DAL
2024,65,Kylen Granson,26.0,4.0,13,7,94,13.4,0,1.3,16.4,IND
2024,66,Luke Farrell,27.0,4.0,12,9,55,6.1,0,1.2,14.5,JAX
2024,67,Blake Whiteheart,24.0,2.0,6,4,42,10.5,1,2.4,14.2,CLE
2024,68,Hayden Hurst,31.0,7.0,7,7,65,9.3,0,1.9,13.5,LAC
2024,69,Connor Heyward,25.0,3.0,12,4,29,7.3,1,1.1,12.9,PIT
2024,70,John Bates,27.0,4.0,13,6,64,10.7,0,1.0,12.4,WAS
2024,71,Eric Saubert,30.0,8.0,12,5,74,14.8,0,1.0,12.4,SF
2024,72,Michael Mayer,23.0,2.0,6,8,42,5.3,0,2.0,12.2,LV
2024,73,Ben Sinnott,22.0,1.0,13,4,21,5.3,1,0.9,12.1,WAS
2024,74,Kenny Yeboah,26.0,4.0,4,3,27,9.0,1,2.9,11.7,NYJ
2024,75,Durham Smythe,29.0,7.0,12,7,40,5.7,0,0.9,11.0,MIA
2024,76,Gerald Everett,30.0,8.0,12,7,30,4.3,0,0.8,10.0,CHI
2024,77,Davis Allen,23.0,2.0,9,6,39,6.5,0,1.1,9.9,LAR
2024,78,Quintin Morris,25.0,4.0,12,2,16,8.0,1,0.8,9.6,BUF
2024,79,Hunter Long,26.0,4.0,12,5,43,8.6,0,0.8,9.3,LAR
2024,80,Pharaoh Brown,30.0,8.0,10,5,38,7.6,0,0.9,8.8,SEA
2024,81,MyCole Pruitt,32.0,10.0,7,4,40,10.0,0,1.1,8.0,PIT
2024,82,Greg Dulcich,24.0,3.0,4,5,28,5.6,0,2.0,7.8,DEN
2024,83,Stone Smartt,26.0,3.0,9,3,44,14.7,0,0.8,7.4,LAC
2024,84,Chris Manhertz,32.0,11.0,12,1,2,2.0,1,0.6,7.2,NYG
2024,85,Luke Musgrave,24.0,2.0,4,5,22,4.4,0,1.8,7.2,GB
2024,86,Ben Sims,24.0,2.0,12,3,40,13.3,0,0.6,7.0,GB
2024,87,Will Mallory,25.0,2.0,8,4,29,7.3,0,0.9,6.9,IND
2024,88,Daniel Bellinger,24.0,3.0,12,3,31,10.3,0,0.5,6.1,NYG
2024,89,Peyton Hendershot,25.0,3.0,4,3,26,8.7,0,1.4,5.6,KC
2024,90,Payne Durham,24.0,2.0,11,2,34,17.0,0,0.5,5.4,TB
2024,91,Charlie Woerner,27.0,5.0,11,3,22,7.3,0,0.5,5.2,ATL
2024,92,Tanner Conner,26.0,3.0,6,3,16,5.3,0,0.8,4.6,MIA
2024,93,Tip Reiman,23.0,1.0,12,3,15,5.0,0,0.4,4.5,ARI
2024,94,Tucker Fisk,25.0,3.0,4,3,14,4.7,0,1.1,4.4,LAC
2024,95,Ian Thomas,28.0,7.0,5,3,7,2.3,0,0.7,3.7,CAR
2024,96,Shane Zylstra,28.0,4.0,7,1,22,22.0,0,0.5,3.2,DET
2024,97,Josiah Deguara,27.0,5.0,7,2,10,5.0,0,0.4,3.0,JAX
2024,98,Jack Stoll,26.0,4.0,7,2,10,5.0,0,0.4,3.0,PHI
2024,99,Eric Tomlinson,32.0,10.0,8,2,9,4.5,0,0.4,2.9,LAC
2024,100,Brevin Jordan,24.0,4.0,2,2,7,3.5,0,1.4,2.7,HOU
2024,101,John Samuel Shenker,26.0,2.0,5,1,7,7.0,0,0.3,1.7,LV
2024,102,Geoff Swaim,31.0,10.0,8,1,7,7.0,0,0.2,1.7,CLE
2024,103,Jared Wiley,24.0,1.0,7,1,7,7.0,0,0.2,1.7,KC
2024,104,Zach Davidson,26.0,4.0,2,1,5,5.0,0,0.8,1.5,BUF
2024,105,Ross Dwelley,29.0,7.0,10,1,5,5.0,0,0.2,1.5,ATL
2024,106,Jody Fortson,29.0,6.0,3,1,5,5.0,0,0.5,1.5,KC
2024,107,John FitzPatrick,24.0,3.0,4,1,2,2.0,0,0.3,1.2,GB
2024,108,Marcedes Lewis,40.0,19.0,12,1,2,2.0,0,0.1,1.2,CHI
2024,109,Jaheim Bell,23.0,1.0,9,1,1,1.0,0,0.1,1.1,NE
2024,110,Cam Grandy,25.0,1.0,3,1,0,0.0,0,0.3,1.0,CIN
2024,111,Brenden Bates,25.0,1.0,4,0,0,,0,0.0,0.0,NYJ
2024,112,Andrew Beck,28.0,6.0,3,0,0,,0,0.0,0.0,GB
2024,113,Devin Culp,24.0,1.0,2,0,0,,0,0.0,0.0,TB
2024,114,Princeton Fant,25.0,2.0,2,0,0,,0,0.0,0.0,DAL
2024,115,Anthony Firkser,29.0,8.0,4,0,0,,0,0.0,0.0,
2024,116,Feleipe Franks,27.0,4.0,8,0,0,,0,0.0,0.0,CAR
2024,117,Parker Hesse,29.0,5.0,5,0,0,,0,0.0,0.0,DET
2024,118,Dallin Holker,24.0,1.0,7,0,0,,0,0.0,0.0,NO
2024,119,E.J. Jenkins,26.0,2.0,3,0,0,,0,0.0,0.0,PHI
2024,120,Ko Kieft,26.0,3.0,12,0,0,,0,0.0,0.0,TB
2024,121,Tyler Mabry,28.0,5.0,2,0,0,,0,0.0,0.0,SEA
2024,122,Jordan Matthews,32.0,11.0,3,0,0,,0,0.0,0.0,CAR
2024,123,James Mitchell,25.0,3.0,1,0,0,,0,0.0,0.0,DET
2024,124,Nick Muse,26.0,3.0,3,0,0,,0,0.0,0.0,MIN
2024,125,Teagan Quitoriano,24.0,3.0,7,0,0,,0,0.0,0.0,HOU
2024,126,Brady Russell,26.0,2.0,8,0,0,,0,0.0,0.0,SEA
2024,127,Irv Smith,26.0,6.0,1,0,0,,0,0.0,0.0,HOU
2024,128,Stephen Sullivan,28.0,5.0,1,0,0,,0,0.0,0.0,CAR
2024,129,Jake Tonges,25.0,3.0,9,0,0,,0,0.0,0.0,SF
2024,130,Robert Tonyan Jr,30.0,8.0,5,0,0,,0,0.0,0.0,MIN
2024,131,C.J. Uzomah,31.0,10.0,3,0,0,,0,0.0,0.0,PHI
2024,132,Travis Vokolek,26.0,2.0,1,0,0,,0,0.0,0.0,ARI
2024,133,Jack Westover,25.0,1.0,1,0,0,,0,0.0,0.0,NE
2024,134,Mitchell Wilcox,28.0,5.0,1,0,0,,0,0.0,0.0,NE
2024,135,Brayden Willis,25.0,2.0,3,0,0,,0,0.0,0.0,SF
2024,136,Rodney Williams II,26.0,3.0,3,0,0,,0,0.0,0.0,PIT
