Year,Rank,Name,Age,Exp,G,Rsh,RshYd,RshTD,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2007,13,Plaxico Burress,30.0,8.0,16,0,0,0,70,1025,14.6,12,15.3,244.5,NYG
2007,14,Derrick Mason,33.0,11.0,16,0,0,0,103,1087,10.6,5,15.1,241.7,BAL
2007,15,Roddy White,26.0,3.0,16,1,-2,0,83,1202,14.5,6,14.9,239.0,ATL
2007,16,Steve Smith,28.0,7.0,15,9,66,0,87,1002,11.5,7,15.7,235.8,CAR
2007,17,Kevin Curtis,29.0,5.0,16,0,0,0,77,1110,14.4,6,14.0,224.0,PHI
2007,18,Greg Jennings,24.0,2.0,13,0,0,0,53,920,17.4,12,16.7,217.0,GB
2007,19,Anquan Boldin,27.0,5.0,12,1,14,0,71,853,12.0,9,17.6,211.7,ARI
2007,20,Jerricho Cotchery,25.0,4.0,15,5,38,0,82,1129,13.8,2,14.0,210.7,NYJ
2007,21,Shaun McDonald,26.0,5.0,16,4,2,0,79,943,11.9,6,13.1,209.5,DET
2007,22,Dwayne Bowe,23.0,1.0,16,0,0,0,70,995,14.2,5,12.5,199.5,KC
2007,23,Donald Driver,32.0,9.0,15,2,4,0,82,1048,12.8,2,13.3,199.2,GB
2007,24,Santonio Holmes,23.0,2.0,13,5,17,0,52,942,18.1,8,15.1,195.9,PIT
2007,25,Bernard Berrian,27.0,4.0,16,1,3,0,70,948,13.5,5,12.2,195.1,CHI
2007,26,Joey Galloway,36.0,13.0,15,1,1,0,57,1014,17.8,6,13.0,194.5,TB
2007,27,Andre Johnson,26.0,5.0,9,0,0,0,60,851,14.2,8,21.5,193.1,HOU
2007,28,Hines Ward,31.0,10.0,13,2,7,0,72,736,10.2,7,14.5,188.3,PIT
2007,29,Chris Chambers,29.0,7.0,16,3,12,0,66,970,14.7,4,11.8,188.2,
2007,30,Roy Williams,26.0,4.0,12,2,1,0,63,836,13.3,5,14.7,176.7,DET
2007,31,Nate Burleson,26.0,5.0,16,2,4,0,50,694,13.9,9,10.9,173.8,SEA
2007,32,Kevin Walter,26.0,5.0,16,5,30,0,65,800,12.3,4,10.8,172.0,HOU
2007,33,Lee Evans,26.0,4.0,16,0,0,0,55,849,15.4,5,10.6,169.9,BUF
2007,34,Reggie Brown,26.0,3.0,16,5,36,0,61,780,12.8,4,10.4,166.6,PHI
2007,35,Patrick Crayton,28.0,4.0,15,0,0,0,50,697,13.9,7,10.8,161.7,DAL
2007,36,Reggie Williams,24.0,4.0,15,1,8,0,38,629,16.6,10,10.8,161.7,JAX
2007,37,Santana Moss,28.0,7.0,14,3,13,0,61,808,13.2,3,11.5,161.1,WAS
2007,38,Calvin Johnson,22.0,1.0,15,4,52,1,48,756,15.8,4,10.6,158.8,DET
2007,39,Laveranues Coles,30.0,8.0,11,0,0,0,55,646,11.7,6,14.1,155.6,NYJ
2007,40,Amani Toomer,33.0,12.0,16,0,0,0,59,760,12.9,3,9.6,153.0,NYG
2007,41,Isaac Bruce,35.0,14.0,14,2,-4,0,55,733,13.3,4,10.8,151.9,STL
2007,42,Ronald Curry,28.0,5.0,16,1,1,0,55,717,13.0,4,9.4,150.8,OAK
2007,43,David Patten,33.0,11.0,15,2,-5,0,54,792,14.7,3,10.0,150.7,NO
2007,44,Jerry Porter,29.0,8.0,16,0,0,0,44,705,16.0,6,9.4,150.5,OAK
2007,45,Roydell Williams,26.0,3.0,15,2,-17,0,55,719,13.1,4,9.9,149.2,TEN
2007,46,Arnaz Battle,27.0,5.0,16,4,4,1,50,600,12.0,5,9.2,146.4,SF
2007,47,Justin Gage,26.0,5.0,16,0,0,0,55,750,13.6,2,8.9,142.0,TEN
2007,48,Ike Hilliard,31.0,11.0,15,1,6,0,62,722,11.6,1,9.4,140.8,TB
2007,49,Deion Branch,28.0,6.0,11,0,0,0,49,661,13.5,4,12.6,139.1,SEA
2007,50,Bobby Wade,26.0,5.0,16,1,-9,0,54,654,12.1,3,8.5,136.5,MIN
2007,51,Donte Stallworth,27.0,6.0,16,1,12,0,46,697,15.2,3,8.4,134.9,NE
2007,52,Mike Furrey,30.0,5.0,15,0,0,0,61,664,10.9,1,8.9,133.4,DET
2007,53,Brandon Stokley,31.0,9.0,13,1,-6,0,40,635,15.9,5,10.2,132.9,DEN
2007,54,Dennis Northcutt,30.0,8.0,15,6,27,0,44,601,13.7,4,8.7,130.8,JAX
2007,55,Antwaan Randle El,28.0,6.0,15,4,-3,0,51,728,14.3,1,8.7,130.3,WAS
2007,56,Michael Jenkins,25.0,4.0,15,0,0,0,53,532,10.0,4,8.7,130.2,ATL
2007,57,Joe Jurevicius,33.0,10.0,16,0,0,0,50,614,12.3,3,8.1,129.4,CLE
2007,58,James Jones,23.0,1.0,15,0,0,0,47,676,14.4,2,8.4,126.6,GB
2007,59,Vincent Jackson,24.0,3.0,16,0,0,0,41,623,15.2,3,7.6,121.3,SD
2007,60,Muhsin Muhammad,34.0,12.0,16,0,0,0,40,570,14.3,3,7.2,115.0,CHI
2007,61,Drew Carter,26.0,4.0,16,0,0,0,38,517,13.6,4,7.1,113.7,CAR
2007,62,Darrell Jackson,29.0,8.0,15,0,0,0,46,497,10.8,3,7.6,113.7,SF
2007,63,Marty Booker,31.0,9.0,15,2,12,0,50,556,11.1,1,7.5,112.8,MIA
2007,64,Anthony Gonzalez,23.0,1.0,12,0,0,0,37,576,15.6,3,9.4,112.6,IND
2007,65,Jabar Gaffney,27.0,6.0,13,0,0,0,36,449,12.5,5,8.5,110.9,NE
2007,66,Josh Reed,27.0,6.0,15,4,10,0,51,578,11.3,0,7.3,109.8,BUF
2007,67,Bryant Johnson,26.0,5.0,16,0,0,0,45,525,11.7,2,6.8,109.5,ARI
2007,68,Andre Davis,28.0,6.0,14,0,0,0,33,583,17.7,3,7.8,109.3,HOU
2007,69,Nate Washington,24.0,3.0,16,1,0,0,29,450,15.5,5,6.5,104.0,PIT
2007,70,Mark Clayton,25.0,3.0,16,0,0,0,48,531,11.1,0,6.3,101.1,BAL
2007,71,Sidney Rice,21.0,1.0,12,0,0,0,31,396,12.8,4,8.2,98.4,MIN
2007,72,Drew Bennett,29.0,7.0,14,0,0,0,33,375,11.4,3,6.3,88.5,STL
2007,73,D.J Hackett,26.0,4.0,6,0,0,0,32,384,12.0,3,14.7,88.4,SEA
2007,74,Ted Ginn Jr,22.0,1.0,15,4,3,0,34,420,12.4,2,5.9,88.3,MIA
2007,75,Laurent Robinson,22.0,1.0,15,0,0,0,37,437,11.8,1,5.8,86.7,ATL
2007,76,Roscoe Parrish,25.0,3.0,16,3,19,1,35,352,10.1,1,5.3,84.1,BUF
2007,77,Brad Smith,24.0,2.0,15,12,45,0,32,325,10.2,2,5.4,81.0,NYJ
2007,78,Devery Henderson,25.0,4.0,15,2,20,0,20,409,20.5,3,5.4,80.9,NO
2007,79,Lance Moore,24.0,3.0,14,2,7,1,32,302,9.4,2,5.8,80.9,NO
2007,80,Matt Jones,24.0,3.0,12,0,0,0,24,317,13.2,4,6.6,79.7,JAX
2007,81,Derek Hagan,23.0,2.0,14,0,0,0,29,373,12.9,2,5.6,78.3,MIA
2007,82,Robert Ferguson,28.0,6.0,13,0,0,0,32,391,12.2,1,5.9,77.1,MIN
2007,83,Devard Darling,25.0,4.0,11,0,0,0,18,326,18.1,3,6.2,68.6,BAL
2007,84,Chris Henry,24.0,3.0,8,0,0,0,21,343,16.3,2,8.4,67.3,CIN
2007,85,Jerheme Urban,27.0,4.0,10,0,0,0,22,329,15.0,2,6.7,66.9,ARI
2007,86,Eric Moulds,34.0,12.0,16,0,0,0,32,342,10.7,0,4.1,66.2,TEN
2007,87,Samie Parker,26.0,4.0,14,1,2,0,24,298,12.4,2,4.7,66.0,KC
2007,88,Jeff Webb,25.0,2.0,15,1,5,0,28,315,11.3,1,4.4,66.0,KC
2007,89,Keary Colbert,25.0,4.0,12,0,0,0,32,332,10.4,0,5.4,65.2,CAR
2007,90,Ruvell Martin,25.0,2.0,12,0,0,0,16,242,15.1,4,5.4,64.2,GB
2007,91,Jason Avant,24.0,2.0,12,1,1,0,23,267,11.6,2,5.1,61.8,PHI
2007,92,Brandon Jones,25.0,3.0,7,2,37,0,21,248,11.8,2,8.8,61.5,TEN
2007,93,Devin Hester,25.0,2.0,13,7,-10,0,20,299,15.0,2,4.7,60.9,CHI
2007,94,Greg Lewis,27.0,5.0,8,0,0,0,13,265,20.4,3,7.2,57.5,PHI
2007,95,Joe Horn,35.0,12.0,11,0,0,0,27,243,9.0,1,5.2,57.3,ATL
2007,96,Sam Hurd,22.0,2.0,13,0,0,0,19,314,16.5,1,4.3,56.4,DAL
2007,97,Javon Walker,29.0,6.0,7,2,-3,0,26,287,11.0,0,7.8,54.4,DEN
2007,98,Michael Clayton,25.0,4.0,11,5,22,0,22,301,13.7,0,4.9,54.3,TB
2007,99,Keenan McCardell,37.0,16.0,7,0,0,0,22,256,11.6,1,7.7,53.6,WAS
2007,100,Koren Robinson,27.0,7.0,9,1,5,0,21,241,11.5,1,5.7,51.6,GB
2007,101,Troy Williamson,24.0,3.0,9,2,29,0,18,240,13.3,1,5.7,50.9,MIN
2007,102,Marvin Harrison,35.0,12.0,5,0,0,0,20,247,12.4,1,10.1,50.7,IND
2007,103,Demetrius Williams,24.0,2.0,9,0,0,0,20,290,14.5,0,5.4,49.0,BAL
2007,104,Cedrick Wilson,29.0,6.0,13,2,37,0,18,207,11.5,1,3.7,48.4,PIT
2007,105,Craig Davis,22.0,1.0,13,3,9,0,20,188,9.4,1,3.5,45.7,SD
2007,106,Sinorice Moss,24.0,2.0,12,1,4,0,21,225,10.7,0,3.7,43.9,NYG
2007,107,Justin McCareins,29.0,7.0,12,0,0,0,19,232,12.2,0,3.5,42.2,NYJ
2007,108,Antonio Chatman,28.0,4.0,12,1,5,0,19,149,7.8,1,3.4,40.4,CIN
2007,109,Terrance Copper,25.0,4.0,10,0,0,0,15,126,8.4,2,4.0,39.6,NO
2007,110,Hank Baskett,25.0,2.0,11,0,0,0,16,142,8.9,1,3.3,36.2,PHI
2007,111,Greg Camarillo,25.0,2.0,5,0,0,0,8,160,20.0,2,7.2,36.0,MIA
2007,112,Ben Obomanu,24.0,2.0,10,0,0,0,12,180,15.0,1,3.6,36.0,SEA
2007,113,Glenn Holt,23.0,2.0,9,2,2,0,15,136,9.1,1,3.9,34.8,CIN
2007,114,Rashied Davis,28.0,3.0,13,0,0,0,17,165,9.7,0,2.6,33.5,CHI
2007,115,James Thrash,32.0,11.0,7,0,0,0,9,107,11.9,2,4.5,31.7,WAS
2007,116,Glenn Martinez,26.0,3.0,10,0,0,0,14,175,12.5,0,3.2,31.5,DEN
2007,117,David Anderson,24.0,2.0,5,0,0,0,12,131,10.9,1,6.2,31.1,HOU
2007,118,Jacoby Jones,23.0,1.0,10,3,-1,0,15,149,9.9,0,3.0,29.8,HOU
2007,119,Reche Caldwell,28.0,6.0,6,0,0,0,15,141,9.4,0,4.9,29.1,WAS
2007,120,Tim Dwight,32.0,10.0,6,2,12,0,6,98,16.3,2,4.8,29.0,OAK
2007,121,Tim Carter,28.0,6.0,10,0,0,0,8,117,14.6,1,2.6,25.7,CLE
2007,122,Troy Walters,31.0,8.0,7,0,0,0,9,101,11.2,1,3.6,25.1,DET
2007,123,Craphonso Thorpe,24.0,3.0,3,0,0,0,12,70,5.8,1,8.3,25.0,IND
2007,124,Maurice Stovall,22.0,2.0,6,0,0,0,10,86,8.6,1,4.1,24.6,TB
2007,125,Eddie Kennison,34.0,12.0,8,2,5,0,13,101,7.8,0,3.0,23.6,KC
2007,126,John Broussard,24.0,2.0,4,0,0,0,4,126,31.5,1,5.6,22.6,JAX
2007,127,Sean Morey,31.0,4.0,7,1,13,0,8,131,16.4,0,3.2,22.4,ARI
2007,128,Ashley Lelie,27.0,6.0,7,0,0,0,10,115,11.5,0,3.1,21.5,SF
2007,129,Brandon Middleton,26.0,1.0,3,0,0,0,8,70,8.8,1,7.0,21.0,DET
2007,130,Aundrae Allison,23.0,1.0,8,2,3,0,8,113,14.1,0,2.4,19.6,MIN
2007,131,Mark Bradley,25.0,3.0,10,0,0,0,6,71,11.8,1,1.9,19.1,CHI
2007,132,Adam Jennings,25.0,2.0,3,0,0,0,6,62,10.3,1,6.1,18.2,ATL
2007,133,Steve Breaston,24.0,1.0,5,2,8,0,8,92,11.5,0,3.6,18.0,ARI
2007,134,Marques Hagans,25.0,2.0,3,2,-4,0,8,101,12.6,0,5.9,17.7,STL
2007,135,Bryan Gilmore,29.0,6.0,7,1,-8,0,7,111,15.9,0,2.5,17.3,SF
2007,136,Malcom Floyd,26.0,4.0,4,0,0,0,7,97,13.9,0,4.2,16.7,SD
2007,137,Devin Aromashodu,23.0,2.0,5,0,0,0,7,96,13.7,0,3.3,16.6,IND
2007,138,Mike Williams,23.0,3.0,8,0,0,0,7,90,12.9,0,2.0,16.0,
2007,139,Legedu Naanee,24.0,1.0,5,0,0,0,8,69,8.6,0,3.0,14.9,SD
2007,140,Wallace Wright,23.0,2.0,6,0,0,0,6,87,14.5,0,2.4,14.7,NYJ
2007,141,Aaron Moorehead,27.0,5.0,6,0,0,0,8,65,8.1,0,2.4,14.5,IND
2007,142,Dwayne Jarrett,21.0,1.0,5,1,11,0,6,73,12.2,0,2.9,14.4,CAR
2007,143,Steve Smith,22.0,1.0,5,0,0,0,8,63,7.9,0,2.9,14.3,NYG
2007,144,Peerless Price,31.0,9.0,4,0,0,0,7,68,9.7,0,3.4,13.8,BUF
2007,145,Chad Lucas,26.0,3.0,1,0,0,0,5,82,16.4,0,13.2,13.2,TB
2007,146,Josh Cribbs,24.0,3.0,11,9,61,0,3,37,12.3,0,1.2,12.8,CLE
2007,147,Miles Austin,23.0,2.0,3,0,0,0,5,76,15.2,0,4.2,12.6,DAL
2007,148,Taylor Jacobs,26.0,5.0,4,1,-8,0,3,40,13.3,1,3.0,12.2,SF
2007,149,Johnnie Lee Higgins,24.0,1.0,5,2,3,0,6,48,8.0,0,2.2,11.1,OAK
2007,150,Dane Looker,31.0,5.0,7,0,0,0,6,38,6.3,0,1.4,9.8,STL
2007,151,Dante Hall,29.0,7.0,6,3,18,0,5,27,5.4,0,1.6,9.5,STL
2007,152,Willie Reid,25.0,2.0,4,0,0,0,4,54,13.5,0,2.4,9.4,PIT
2007,153,Chris Davis,23.0,1.0,5,2,19,0,4,30,7.5,0,1.8,8.9,TEN
2007,154,Courtney Taylor,23.0,1.0,3,0,0,0,5,38,7.6,0,2.9,8.8,SEA
2007,155,Skyler Green,23.0,2.0,3,1,1,0,4,40,10.0,0,2.7,8.1,CIN
2007,156,Ryne Robinson,23.0,1.0,4,0,0,0,4,35,8.8,0,1.9,7.5,CAR
2007,157,David Tyree,27.0,5.0,2,0,0,0,4,35,8.8,0,3.8,7.5,NYG
2007,158,Anthony Mix,24.0,2.0,1,0,0,0,3,39,13.0,0,6.9,6.9,NYG
2007,159,Brian Clark,24.0,2.0,3,0,0,0,4,23,5.8,0,2.1,6.3,DEN
2007,160,Yamon Figurs,24.0,1.0,4,1,-1,0,1,36,36.0,0,1.1,4.5,BAL
2007,161,Kassim Osgood,27.0,5.0,2,0,0,0,2,23,11.5,0,2.2,4.3,SD
2007,162,Brandon Lloyd,26.0,5.0,7,0,0,0,2,14,7.0,0,0.5,3.4,WAS
2007,163,Tab Perry,25.0,3.0,2,1,9,0,1,7,7.0,0,1.3,2.6,CIN
2007,164,Jerome Mathis,24.0,3.0,1,0,0,0,1,15,15.0,0,2.5,2.5,HOU
2007,165,Shaun Bodiford,25.0,2.0,1,0,0,0,1,13,13.0,0,2.3,2.3,GB
2007,166,Sam Aiken,27.0,5.0,2,0,0,0,1,10,10.0,0,1.0,2.0,BUF
2007,167,Chris Davis,24.0,1.0,2,1,3,0,1,3,3.0,0,0.8,1.6,NYJ
2007,168,Biren Ealy,23.0,1.0,2,0,0,0,1,6,6.0,0,0.8,1.6,TEN
2007,169,Jason Hill,22.0,1.0,2,0,0,0,1,6,6.0,0,0.8,1.6,SF
2007,170,Travis Taylor,28.0,8.0,1,0,0,0,1,4,4.0,0,1.4,1.4,STL
2007,171,Domenik Hixon,23.0,2.0,2,1,-8,0,1,5,5.0,0,0.4,0.7,NYG
2007,172,Derek Stanley,22.0,1.0,1,1,5,0,0,0,,0,0.5,0.5,STL
2007,173,Terry Glenn,33.0,12.0,1,0,0,0,0,0,,0,0.0,0.0,DAL
2007,174,Eddie Drummond,27.0,6.0,1,1,-3,0,0,0,,0,-0.3,-0.3,KC
2008,1,Andre Johnson,27.0,6.0,16,0,0,0,115,1575,13.7,8,20.0,320.5,HOU
2008,2,Larry Fitzgerald,25.0,5.0,16,0,0,0,96,1434,14.9,12,19.5,311.4,ARI
2008,3,Calvin Johnson,23.0,2.0,16,3,-1,0,78,1331,17.1,12,17.7,283.0,DET
2008,4,Roddy White,27.0,4.0,16,2,4,0,88,1382,15.7,7,16.8,268.6,ATL
2008,5,Brandon Marshall,24.0,3.0,15,2,-4,0,104,1265,12.2,6,17.7,266.1,DEN
2008,6,Anquan Boldin,28.0,6.0,12,9,67,0,89,1038,11.7,11,22.1,265.5,ARI
2008,7,Greg Jennings,25.0,3.0,16,0,0,0,80,1292,16.2,9,16.4,263.2,GB
2008,8,Steve Smith,29.0,8.0,14,5,40,0,78,1417,18.2,6,18.6,259.7,CAR
2008,9,Antonio Bryant,27.0,7.0,16,2,22,0,83,1248,15.0,7,15.8,252.0,TB
2008,10,Wes Welker,27.0,5.0,16,2,26,0,112,1165,10.4,3,15.6,249.1,NE
2008,11,Terrell Owens,35.0,13.0,16,7,33,0,69,1052,15.2,10,14.8,237.5,DAL
2008,12,Randy Moss,31.0,11.0,16,2,0,0,69,1008,14.6,11,14.7,235.8,NE
2008,13,Reggie Wayne,30.0,8.0,16,0,0,0,82,1145,14.0,6,14.5,232.5,IND
2008,14,Dwayne Bowe,24.0,2.0,16,0,0,0,86,1022,11.9,7,14.4,230.2,KC
2008,15,Eddie Royal,22.0,1.0,15,11,109,0,91,980,10.8,5,15.3,229.9,DEN
2008,16,Lance Moore,25.0,4.0,16,0,0,0,79,928,11.7,10,14.4,229.8,NO
2008,17,Hines Ward,32.0,11.0,16,0,0,0,82,1047,12.8,7,14.3,228.7,PIT
2008,18,Santana Moss,29.0,8.0,16,1,27,0,79,1044,13.2,6,13.9,222.1,WAS
2008,19,Vincent Jackson,25.0,4.0,16,4,69,0,59,1098,18.6,7,13.6,217.7,SD
2008,20,Derrick Mason,34.0,12.0,16,1,3,0,80,1037,13.0,5,13.4,214.0,BAL
2008,21,T.J. Houshmandzadeh,31.0,8.0,15,1,9,0,92,904,9.8,4,13.8,207.3,CIN
2008,22,Donald Driver,33.0,10.0,16,2,4,0,74,1012,13.7,5,12.8,205.6,GB
2008,23,Kevin Walter,27.0,6.0,16,3,23,0,60,899,15.0,8,12.5,200.2,HOU
2008,24,Laveranues Coles,31.0,9.0,16,2,9,0,70,850,12.1,7,12.4,197.9,NYJ
2008,25,Steve Breaston,25.0,2.0,16,2,8,0,77,1003,13.0,3,12.3,196.1,ARI
2008,26,Bernard Berrian,28.0,5.0,16,4,26,0,48,964,20.1,7,11.8,189.0,MIN
2008,27,Jerricho Cotchery,26.0,5.0,16,2,8,0,71,858,12.1,5,11.7,187.6,NYJ
2008,28,Muhsin Muhammad,35.0,13.0,16,0,0,0,65,923,14.2,5,11.7,187.3,CAR
2008,29,Isaac Bruce,36.0,15.0,15,1,-3,0,60,833,13.9,7,12.3,185.0,SF
2008,30,Lee Evans,27.0,5.0,16,1,22,0,63,1017,16.1,3,11.6,184.9,BUF
2008,31,DeSean Jackson,22.0,1.0,16,17,96,1,62,912,14.7,2,11.2,178.8,PHI
2008,32,Santonio Holmes,24.0,3.0,15,2,9,0,55,821,14.9,5,11.2,168.0,PIT
2008,33,Ted Ginn Jr,23.0,2.0,16,5,73,2,56,790,14.1,2,10.4,166.3,MIA
2008,34,Torry Holt,32.0,10.0,16,0,0,0,64,796,12.4,3,10.1,161.6,STL
2008,35,Braylon Edwards,25.0,4.0,16,0,0,0,55,877,15.9,3,10.0,160.7,CLE
2008,36,Marvin Harrison,36.0,13.0,15,0,0,0,60,636,10.6,5,10.2,153.6,IND
2008,37,Marques Colston,25.0,3.0,11,0,0,0,47,760,16.2,5,13.9,153.0,NO
2008,38,Donnie Avery,24.0,1.0,14,9,59,1,54,684,12.7,3,10.9,152.3,STL
2008,39,Matt Jones,25.0,4.0,12,0,0,0,64,750,11.7,2,12.6,151.0,JAX
2008,40,Mark Clayton,26.0,4.0,16,6,81,1,41,695,17.0,3,9.2,147.9,BAL
2008,41,Anthony Gonzalez,24.0,2.0,16,0,0,0,57,664,11.6,4,9.2,147.4,IND
2008,42,Michael Jenkins,26.0,5.0,16,0,0,0,50,777,15.5,3,9.1,145.7,ATL
2008,43,Devin Hester,26.0,3.0,15,5,61,0,52,665,12.8,3,9.5,142.6,CHI
2008,44,Antwaan Randle El,29.0,7.0,16,1,5,0,53,593,11.2,4,8.9,142.6,WAS
2008,45,Justin Gage,27.0,6.0,12,0,0,0,34,651,19.1,6,11.3,135.1,TEN
2008,46,Devery Henderson,26.0,5.0,16,4,33,0,32,793,24.8,3,8.3,132.6,NO
2008,47,Chad Johnson,30.0,8.0,13,0,0,0,53,540,10.2,4,10.1,131.0,CIN
2008,48,Amani Toomer,34.0,13.0,16,0,0,0,48,580,12.1,4,8.1,130.0,NYG
2008,49,Bobby Wade,27.0,6.0,16,0,0,0,53,645,12.2,2,8.1,129.5,MIN
2008,50,Greg Camarillo,26.0,3.0,11,2,1,0,55,613,11.1,2,11.7,128.4,MIA
2008,51,Nate Washington,25.0,4.0,16,5,18,0,40,631,15.8,3,7.7,122.9,PIT
2008,52,Josh Reed,28.0,7.0,13,0,0,0,56,597,10.7,1,9.4,121.7,BUF
2008,53,Steve Smith,23.0,2.0,16,0,0,0,57,574,10.1,1,7.5,120.4,NYG
2008,54,Brandon Stokley,32.0,10.0,15,0,0,0,49,528,10.8,3,8.0,119.8,DEN
2008,55,Patrick Crayton,29.0,5.0,15,1,11,0,39,550,14.1,4,7.9,119.1,DAL
2008,56,Bryant Johnson,27.0,6.0,14,0,0,0,45,546,12.1,3,8.4,117.6,SF
2008,57,Domenik Hixon,24.0,3.0,14,2,26,0,43,596,13.9,2,8.4,117.2,NYG
2008,58,Davone Bess,23.0,1.0,16,1,13,0,54,554,10.3,1,7.3,116.7,MIA
2008,59,Ike Hilliard,32.0,12.0,16,1,0,0,47,424,9.0,4,7.1,113.4,TB
2008,60,Dennis Northcutt,31.0,9.0,13,1,9,0,44,545,12.4,2,8.6,111.4,JAX
2008,61,Chris Chambers,30.0,8.0,14,1,1,0,33,462,14.0,5,7.8,109.3,SD
2008,62,Plaxico Burress,31.0,9.0,10,0,0,0,35,454,13.0,4,10.4,104.4,NYG
2008,63,Jerheme Urban,28.0,5.0,13,0,0,0,34,448,13.2,4,8.0,103.5,ARI
2008,64,Malcom Floyd,27.0,5.0,9,0,0,0,27,465,17.2,4,10.8,97.5,SD
2008,65,Jabar Gaffney,28.0,7.0,14,0,0,0,38,468,12.3,2,6.9,96.8,NE
2008,66,Bobby Engram,35.0,13.0,13,0,0,0,47,489,10.4,0,7.4,95.9,SEA
2008,67,Brandon Jones,26.0,4.0,16,2,35,0,41,449,11.0,1,6.0,95.4,TEN
2008,68,Deion Branch,29.0,7.0,8,0,0,0,30,412,13.7,4,11.9,95.2,SEA
2008,69,Hank Baskett,26.0,3.0,13,0,0,0,33,440,13.3,3,7.3,95.0,PHI
2008,70,Reggie Williams,25.0,5.0,15,1,0,0,38,375,9.9,3,6.2,93.5,JAX
2008,71,Michael Clayton,26.0,5.0,14,2,5,0,38,484,12.7,1,6.6,92.9,TB
2008,72,Rashied Davis,29.0,4.0,15,3,14,0,35,445,12.7,2,6.2,92.9,CHI
2008,73,Roy Williams,27.0,5.0,14,1,13,0,36,430,11.9,2,6.6,92.3,
2008,74,Mark Bradley,26.0,4.0,10,0,0,0,30,380,12.7,3,9.1,91.5,
2008,75,Johnnie Lee Higgins,25.0,2.0,13,3,34,0,22,366,16.6,4,6.6,86.0,OAK
2008,76,Chansi Stuckey,25.0,2.0,14,1,1,0,32,359,11.2,3,6.1,86.0,NYJ
2008,77,Kevin Curtis,30.0,6.0,9,0,0,0,33,390,11.8,2,9.3,84.0,PHI
2008,78,Koren Robinson,28.0,8.0,12,1,-4,0,31,400,12.9,2,6.9,82.6,SEA
2008,79,Jason Avant,25.0,3.0,15,0,0,0,32,377,11.8,2,5.4,81.7,PHI
2008,80,Jordy Nelson,23.0,1.0,16,0,0,0,33,366,11.1,2,5.1,81.6,GB
2008,81,Jason Hill,23.0,2.0,9,2,5,0,31,319,10.3,2,8.4,75.4,SF
2008,82,Brandon Lloyd,27.0,6.0,11,0,0,0,26,364,14.0,2,6.8,74.4,CHI
2008,83,Shaun McDonald,27.0,6.0,11,0,0,0,35,332,9.5,1,6.7,74.2,DET
2008,84,Harry Douglas,23.0,1.0,15,12,69,1,23,320,13.9,1,4.9,73.9,ATL
2008,85,Justin McCareins,30.0,8.0,14,1,4,0,31,416,13.4,0,5.2,73.0,TEN
2008,86,Josh Morgan,23.0,1.0,12,0,0,0,20,319,16.0,3,5.8,69.9,SF
2008,87,Robert Meachem,24.0,2.0,9,1,20,1,12,289,24.1,3,7.4,66.9,NO
2008,88,Dane Looker,32.0,6.0,12,0,0,0,23,271,11.8,2,5.2,62.8,STL
2008,89,Miles Austin,24.0,3.0,8,0,0,0,13,278,21.4,3,7.4,58.8,DAL
2008,90,Arnaz Battle,28.0,6.0,8,1,18,0,24,318,13.3,0,7.2,57.6,SF
2008,91,David Anderson,25.0,3.0,12,0,0,0,19,241,12.7,2,4.6,55.1,HOU
2008,92,Roscoe Parrish,26.0,4.0,13,2,9,0,24,232,9.7,1,4.2,54.1,BUF
2008,93,James Jones,24.0,2.0,10,0,0,0,20,274,13.7,1,5.3,53.4,GB
2008,94,Sidney Rice,22.0,2.0,12,0,0,0,15,141,9.4,4,4.4,53.1,MIN
2008,95,Chris Henry,25.0,4.0,11,0,0,0,19,220,11.6,2,4.8,53.0,CIN
2008,96,Reggie Brown,27.0,4.0,9,1,6,0,18,252,14.0,1,5.5,49.8,PHI
2008,97,Greg Lewis,28.0,6.0,13,0,0,0,19,247,13.0,1,3.8,49.7,PHI
2008,98,Chaz Schilens,23.0,1.0,13,1,-2,0,15,226,15.1,2,3.8,49.4,OAK
2008,99,Ronald Curry,29.0,6.0,11,1,1,0,19,181,9.5,2,4.5,49.2,OAK
2008,100,Devard Darling,26.0,5.0,13,0,0,0,17,247,14.5,1,3.7,47.7,KC
2008,101,Marty Booker,32.0,10.0,13,1,3,0,14,211,15.1,2,3.6,47.4,CHI
2008,102,Brian Finneran,32.0,10.0,13,0,0,0,21,169,8.0,1,3.4,43.9,ATL
2008,103,Ashley Lelie,28.0,7.0,11,0,0,0,11,197,17.9,2,3.9,42.7,OAK
2008,104,Antonio Chatman,29.0,5.0,9,2,4,0,21,194,9.2,0,4.5,40.8,CIN
2008,105,Javon Walker,30.0,7.0,7,0,0,0,15,196,13.1,1,5.8,40.6,OAK
2008,106,Donte Stallworth,28.0,7.0,11,1,-4,0,17,170,10.0,1,3.6,39.6,CLE
2008,107,John Standeford,26.0,1.0,7,0,0,0,15,244,16.3,0,5.6,39.4,DET
2008,108,Sinorice Moss,25.0,3.0,7,0,0,0,12,153,12.8,2,5.6,39.3,NYG
2008,109,Devin Thomas,22.0,1.0,11,3,53,1,15,120,8.0,0,3.5,38.3,WAS
2008,110,Mike Sims-Walker,24.0,2.0,8,0,0,0,16,217,13.6,0,4.7,37.7,JAX
