Year,Rank,Name,Age,Exp,G,Rsh,RshYd,RshTD,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2021,68,Nelson Agholor,28.0,7.0,14,3,11,0,36,450,12.5,3,7.2,100.1,NE
2021,69,Rashod Bateman,22.0,1.0,11,0,0,0,44,493,11.2,1,9.0,99.3,BAL
2021,70,Bryan Edwards,23.0,2.0,15,1,0,0,30,508,16.9,3,6.6,98.8,LV
2021,71,Randall Cobb,31.0,11.0,12,1,1,0,28,375,13.4,5,8.0,95.6,GB
2021,72,Zach Pascal,27.0,5.0,15,2,21,0,37,377,10.2,3,6.3,94.8,IND
2021,73,Quez Watkins,23.0,2.0,16,1,3,0,38,563,14.8,0,5.9,94.6,PHI
2021,74,Nick Westbrook-Ikhine,24.0,2.0,15,0,0,0,34,398,11.7,3,6.1,91.8,TEN
2021,75,Michael Gallup,25.0,4.0,9,0,0,0,35,445,12.7,2,10.2,91.5,DAL
2021,76,Marquez Valdes-Scantling,27.0,4.0,10,0,0,0,26,430,16.5,3,8.7,87.0,GB
2021,77,Jalen Guyton,24.0,3.0,15,7,34,0,25,396,15.8,3,5.7,86.0,LAC
2021,78,Henry Ruggs III,22.0,2.0,7,3,16,0,24,469,19.5,2,12.1,84.5,LV
2021,79,Kenny Golladay,28.0,5.0,13,0,0,0,34,499,14.7,0,6.5,83.9,NYG
2021,80,Devin Duvernay,24.0,2.0,15,6,48,1,33,272,8.2,2,5.5,83.0,BAL
2021,81,Kadarius Toney,22.0,1.0,10,3,6,0,39,420,10.8,0,8.2,82.4,NYG
2021,82,Olamide Zaccheaus,24.0,3.0,16,1,2,0,28,359,12.8,3,5.1,82.1,ATL
2021,83,Allen Robinson II,28.0,8.0,11,0,0,0,36,388,10.8,1,7.3,80.8,CHI
2021,84,Jerry Jeudy,22.0,2.0,9,2,3,0,36,437,12.1,0,8.9,80.0,DEN
2021,85,DeAndre Carter,28.0,7.0,16,9,78,0,24,296,12.3,3,5.0,79.4,WAS
2021,86,Josh Reynolds,26.0,5.0,11,0,0,0,28,385,13.8,2,7.1,78.5,
2021,87,Joshua Palmer,22.0,1.0,16,1,6,0,29,308,10.6,3,4.9,78.4,LAC
2021,88,Adam Humphries,28.0,7.0,16,0,0,0,40,380,9.5,0,4.9,78.0,WAS
2021,89,DeSean Jackson,35.0,14.0,15,1,4,0,20,454,22.7,2,5.2,77.8,
2021,90,Sterling Shepard,28.0,6.0,7,1,-9,0,36,366,10.2,1,11.1,77.7,NYG
2021,91,Freddie Swain,23.0,2.0,16,5,32,0,24,318,13.3,3,4.8,77.0,SEA
2021,92,Nico Collins,22.0,1.0,13,0,0,0,30,379,12.6,1,5.7,73.9,HOU
2021,93,Jalen Reagor,22.0,2.0,16,7,22,0,31,280,9.0,2,4.6,73.2,PHI
2021,94,Sammy Watkins,28.0,8.0,12,0,0,0,27,394,14.6,1,6.0,72.4,BAL
2021,95,Calvin Ridley,27.0,4.0,5,0,0,0,31,281,9.1,2,14.2,71.1,ATL
2021,96,Laquon Treadwell,26.0,6.0,11,0,0,0,30,410,13.7,0,6.5,71.0,JAX
2021,97,Jamal Agnew,26.0,5.0,10,7,111,1,24,229,9.5,1,7.0,70.0,JAX
2021,98,Tre'Quan Smith,25.0,4.0,10,0,0,0,27,301,11.1,2,6.9,69.1,NO
2021,99,T.Y. Hilton,32.0,10.0,9,0,0,0,21,292,13.9,3,7.6,68.2,IND
2021,100,Chris Conley,29.0,7.0,16,1,3,0,22,323,14.7,2,4.2,66.6,HOU
2021,101,James Washington,25.0,4.0,15,2,13,0,24,285,11.9,2,4.4,65.8,PIT
2021,102,Tyler Johnson,23.0,2.0,16,0,0,0,31,338,10.9,0,4.0,64.8,TB
2021,103,Chester Rogers,27.0,6.0,15,1,9,0,28,297,10.6,1,4.3,64.6,TEN
2021,104,Keelan Cole Sr.,28.0,5.0,14,0,0,0,25,395,15.8,0,4.6,64.5,NYJ
2021,105,Demarcus Robinson,27.0,6.0,16,0,0,0,22,245,11.1,3,4.0,64.5,KC
2021,106,Julio Jones,32.0,11.0,9,0,0,0,26,376,14.5,0,7.1,63.6,TEN
2021,107,Ray-Ray McCloud III,25.0,4.0,15,2,15,0,35,240,6.9,0,4.0,60.5,PIT
2021,108,Mack Hollins,28.0,5.0,16,0,0,0,14,223,15.9,4,3.8,60.3,MIA
2021,109,Darius Slayton,24.0,3.0,12,1,-13,0,24,310,12.9,1,5.0,59.7,NYG
2021,110,Rashard Higgins,27.0,6.0,15,0,0,0,24,275,11.5,1,3.8,57.5,CLE
2021,111,Damiere Byrd,28.0,7.0,16,0,0,0,21,282,13.4,1,3.4,55.2,CHI
2021,112,Jauan Jennings,24.0,2.0,15,0,0,0,18,188,10.4,3,3.7,54.8,SF
2021,113,Antoine Wesley,24.0,3.0,14,0,0,0,17,191,11.2,3,3.9,54.1,ARI
2021,114,Marquise Goodwin,31.0,9.0,13,2,-1,0,18,300,16.7,1,4.1,53.9,CHI
2021,115,Tavon Austin,31.0,9.0,13,3,21,0,24,213,8.9,1,4.1,53.4,JAX
2021,116,Isaiah McKenzie,26.0,5.0,14,8,37,1,19,169,8.9,1,3.7,51.6,BUF
2021,117,Brandon Zylstra,28.0,4.0,12,0,0,0,18,250,13.9,1,4.1,49.0,CAR
2021,118,Cam Sims,25.0,4.0,13,1,7,0,15,211,14.1,2,3.8,48.8,WAS
2021,119,Tajae Sharpe,27.0,6.0,14,0,0,0,25,230,9.2,0,3.4,48.0,ATL
2021,120,Albert Wilson,29.0,8.0,13,4,17,0,25,213,8.5,0,3.7,48.0,MIA
2021,121,Quintez Cephus,23.0,2.0,5,0,0,0,15,204,13.6,2,9.5,47.4,DET
2021,122,Lil'Jordan Humphrey,23.0,3.0,9,0,0,0,12,223,18.6,2,5.1,46.3,NO
2021,123,Ashton Dulin,24.0,3.0,16,3,32,0,13,173,13.3,2,2.8,45.5,IND
2021,124,Malik Turner,25.0,4.0,11,0,0,0,12,149,12.4,3,4.1,44.9,DAL
2021,125,Cyril Grayson Jr.,28.0,5.0,4,1,14,0,10,212,21.2,2,11.2,44.6,TB
2021,126,Chris Moore,28.0,6.0,10,0,0,0,18,189,10.5,1,4.3,42.9,HOU
2021,127,John Ross,26.0,5.0,10,1,16,0,11,224,20.4,1,4.1,41.0,NYG
2021,128,Isaiah Ford,25.0,5.0,12,0,0,0,12,161,13.4,2,3.3,40.1,MIA
2021,129,Jakeem Grant,29.0,6.0,14,5,33,0,11,132,12.0,2,2.8,39.5,
2021,130,Kendall Hinton,24.0,2.0,15,0,0,0,15,175,11.7,1,2.6,38.5,DEN
2021,131,Danny Amendola,36.0,14.0,7,0,0,0,17,135,7.9,1,5.2,36.5,HOU
2021,132,James Proche II,25.0,2.0,14,0,0,0,16,202,12.6,0,2.6,36.2,BAL
2021,133,JuJu Smith-Schuster,25.0,5.0,5,3,9,1,15,129,8.6,0,7.0,34.8,PIT
2021,134,Noah Brown,25.0,5.0,12,0,0,0,16,184,11.5,0,2.9,34.4,DAL
2021,135,D.J. Chark Jr,25.0,4.0,4,0,0,0,7,154,22.0,2,8.6,34.4,JAX
2021,136,Greg Ward,26.0,5.0,15,0,0,0,6,93,15.5,3,2.2,33.3,PHI
2021,137,Mohamed Sanu,32.0,10.0,8,0,0,0,15,177,11.8,0,4.1,32.7,SF
2021,138,Parris Campbell,24.0,3.0,5,0,0,0,10,162,16.2,1,6.4,32.2,IND
2021,139,Terrace Marshall Jr,21.0,1.0,13,0,0,0,17,138,8.1,0,2.4,30.8,CAR
2021,140,Anthony Schwartz,21.0,1.0,13,5,36,0,9,122,13.6,1,2.4,30.8,CLE
2021,141,N'Keal Harry,24.0,3.0,11,0,0,0,12,184,15.3,0,2.8,30.4,NE
2021,142,Ty Montgomery II,28.0,7.0,13,15,44,0,15,94,6.3,0,2.2,28.8,NO
2021,143,KhaDarel Hodge,26.0,4.0,13,0,0,0,13,157,12.1,0,2.2,28.7,DET
2021,144,Dee Eskridge,24.0,1.0,9,4,59,0,10,64,6.4,1,3.1,28.3,SEA
2021,145,Dyami Brown,22.0,1.0,14,1,-4,0,12,165,13.8,0,2.0,28.1,WAS
2021,146,Dante Pettis,26.0,4.0,3,0,0,0,10,87,8.7,1,8.4,25.3,NYG
2021,147,Marcus Johnson,27.0,6.0,7,2,-2,0,9,160,17.8,0,3.5,24.8,TEN
2021,148,Ben Skowronek,24.0,1.0,11,0,0,0,11,133,12.1,0,2.2,24.3,LAR
2021,149,Breshad Perriman,28.0,7.0,5,1,-3,0,6,123,20.5,1,4.8,24.0,TB
2021,150,Collin Johnson,24.0,2.0,11,0,0,0,11,105,9.5,0,2.0,21.5,NYG
2021,151,Trent Sherfield Sr.,25.0,4.0,16,0,0,0,8,74,9.3,1,1.3,21.4,SF
2021,152,Denzel Mims,24.0,2.0,10,0,0,0,8,133,16.6,0,2.1,21.3,NYJ
2021,153,Trinity Benson,24.0,3.0,8,0,0,0,10,103,10.3,0,2.5,20.3,DET
2021,154,Kristian Wilkerson,24.0,2.0,1,0,0,0,4,42,10.5,2,20.2,20.2,NE
2021,155,Kenny Stills,29.0,9.0,13,1,1,0,6,68,11.3,1,1.5,18.9,NO
2021,156,Phillip Dorsett,28.0,7.0,6,1,0,0,7,110,15.7,0,3.0,18.0,
2021,157,Jeff Smith,24.0,3.0,11,1,-1,0,7,111,15.9,0,1.6,18.0,NYJ
2021,158,Dax Milne,22.0,1.0,12,1,1,0,9,83,9.2,0,1.4,17.4,WAS
2021,159,Dede Westbrook,28.0,5.0,14,0,0,0,10,68,6.8,0,1.2,16.8,MIN
2021,160,Shi Smith,23.0,1.0,6,1,-3,0,6,104,17.3,0,2.7,16.1,CAR
2021,161,Equanimeous St. Brown,25.0,4.0,12,3,14,0,7,76,10.9,0,1.3,16.0,GB
2021,162,Dez Fitzpatrick,24.0,1.0,4,0,0,0,5,49,9.8,1,4.0,15.9,TEN
2021,163,Anthony Miller,27.0,4.0,3,0,0,0,6,25,4.2,1,4.8,14.5,
2021,164,Josh Gordon,30.0,10.0,11,0,0,0,5,32,6.4,1,1.3,14.2,KC
2021,165,Chris Hogan,34.0,11.0,5,0,0,0,4,41,10.3,1,2.8,14.1,NO
2021,166,Preston Williams,24.0,3.0,8,1,7,0,6,71,11.8,0,1.7,13.8,MIA
2021,167,Penny Hart,25.0,3.0,15,0,0,0,7,59,8.4,0,0.9,12.9,SEA
2021,168,Auden Tate,24.0,4.0,7,0,0,0,3,39,13.0,1,1.8,12.9,CIN
2021,169,KJ Hamler,22.0,2.0,3,0,0,0,5,74,14.8,0,4.1,12.4,DEN
2021,170,Jaelon Darden,22.0,1.0,7,1,11,0,6,43,7.2,0,1.6,11.4,TB
2021,171,Cameron Batson,26.0,4.0,3,2,15,0,2,15,7.5,1,3.7,11.0,TEN
2021,172,Ja'Marcus Bradley,25.0,2.0,2,0,0,0,4,64,16.0,0,5.2,10.4,CLE
2021,173,Mike Thomas,27.0,6.0,11,0,0,0,5,52,10.4,0,0.9,10.2,CIN
2021,174,Dezmon Patmon,23.0,2.0,8,0,0,0,2,21,10.5,1,1.3,10.1,IND
2021,175,Curtis Samuel,25.0,5.0,5,4,11,0,6,27,4.5,0,2.0,9.8,WAS
2021,176,C.J. Board,28.0,5.0,6,1,6,0,4,51,12.8,0,1.6,9.7,NYG
2021,177,Ihmir Smith-Marsette,22.0,1.0,5,0,0,0,2,13,6.5,1,1.9,9.3,MIN
2021,178,Juwann Winfree,25.0,3.0,6,0,0,0,5,42,8.4,0,1.5,9.2,GB
2021,179,Jason Moore,26.0,3.0,2,0,0,0,3,56,18.7,0,4.3,8.6,LAC
2021,180,Alex Erickson,29.0,6.0,13,0,0,0,3,55,18.3,0,0.7,8.5,CAR
2021,181,Cody White,23.0,2.0,7,0,0,0,5,33,6.6,0,1.2,8.3,PIT
2021,182,Amari Rodgers,22.0,1.0,11,1,11,0,3,40,13.3,0,0.7,8.1,GB
2021,183,Tom Kennedy,25.0,3.0,10,0,0,0,4,38,9.5,0,0.8,7.8,DET
2021,184,Willie Snead IV,29.0,8.0,9,0,0,0,4,38,9.5,0,0.9,7.8,
2021,185,Pharoh Cooper,26.0,6.0,8,1,3,0,4,33,8.3,0,1.0,7.6,NYG
2021,186,Cody Hollister,28.0,5.0,3,0,0,0,4,33,8.3,0,2.4,7.3,TEN
2021,187,Scotty Miller,24.0,3.0,7,0,0,0,4,29,7.3,0,1.0,6.9,TB
2021,188,Will Fuller V,27.0,6.0,2,0,0,0,4,26,6.5,0,3.3,6.6,MIA
2021,189,D.J. Montgomery,25.0,3.0,3,0,0,0,3,36,12.0,0,2.2,6.6,NYJ
2021,190,Christian Blake,25.0,4.0,12,0,0,0,4,25,6.3,0,0.5,6.5,ATL
2021,191,Andre Roberts,33.0,12.0,6,3,19,0,1,35,35.0,0,1.1,6.4,
2021,192,KJ Hill Jr.,24.0,2.0,4,0,0,0,3,30,10.0,0,1.5,6.0,LAC
2021,193,Gunner Olszewski,25.0,3.0,9,1,9,0,2,31,15.5,0,0.7,6.0,NE
2021,194,J.J. Arcega-Whiteside,25.0,3.0,15,0,0,0,2,36,18.0,0,0.4,5.6,PHI
2021,195,Kevin White,28.0,7.0,6,0,0,0,1,38,38.0,0,0.8,4.8,NO
2021,196,Keith Kirkwood,28.0,4.0,2,0,0,0,3,16,5.3,0,2.3,4.6,CAR
2021,197,Mike Strachan,24.0,1.0,5,0,0,0,2,26,13.0,0,0.9,4.6,IND
2021,198,Greg Dortch,23.0,3.0,3,1,24,0,1,10,10.0,0,1.5,4.4,ARI
2021,199,Marcus Kemp,26.0,5.0,15,0,0,0,2,24,12.0,0,0.3,4.4,KC
2021,200,Seth Williams,21.0,1.0,1,0,0,0,1,34,34.0,0,4.4,4.4,DEN
2021,201,Tylan Wallace,22.0,1.0,11,0,0,0,2,23,11.5,0,0.4,4.3,BAL
2021,202,David Sills,25.0,3.0,3,0,0,0,2,17,8.5,0,1.2,3.7,NYG
2021,203,Tyron Billy-Johnson,25.0,3.0,9,0,0,0,2,16,8.0,0,0.4,3.6,
2021,204,Trenton Irwin,26.0,3.0,6,0,0,0,1,25,25.0,0,0.6,3.5,CIN
2021,205,Malik Taylor,26.0,3.0,8,0,0,0,2,14,7.0,0,0.4,3.4,GB
2021,206,Tyrell Williams,29.0,7.0,1,0,0,0,2,14,7.0,0,3.4,3.4,DET
2021,207,Racey McMath,22.0,1.0,8,0,0,0,2,8,4.0,0,0.4,2.8,TEN
2021,208,Davion Davis,25.0,3.0,2,0,0,0,1,17,17.0,0,1.4,2.7,HOU
2021,209,Frank Darby,24.0,1.0,4,0,0,0,1,14,14.0,0,0.6,2.4,ATL
2021,210,Andy Isabella,25.0,3.0,4,0,0,0,1,13,13.0,0,0.6,2.3,ARI
2021,211,Jake Kumerow,29.0,7.0,14,0,0,0,1,13,13.0,0,0.2,2.3,BUF
2021,212,Kirk Merritt,24.0,2.0,1,0,0,0,1,13,13.0,0,2.3,2.3,MIA
2021,213,Marvin Hall,28.0,6.0,2,0,0,0,1,10,10.0,0,1.0,2.0,ATL
2021,214,Dazz Newsome,22.0,1.0,2,0,0,0,1,10,10.0,0,1.0,2.0,CHI
2021,215,Tommylee Lewis,29.0,6.0,1,0,0,0,1,7,7.0,0,1.7,1.7,MIA
2021,216,Miles Boykin,25.0,3.0,5,0,0,0,1,6,6.0,0,0.3,1.6,BAL
2021,217,Keke Coutee,24.0,4.0,2,0,0,0,1,5,5.0,0,0.8,1.5,IND
2021,218,Easop Winston Jr.,25.0,1.0,3,0,0,0,1,5,5.0,0,0.5,1.5,NO
2021,219,Stanley Morgan Jr,25.0,3.0,11,0,0,0,1,3,3.0,0,0.1,1.3,CIN
2021,220,Diontae Spencer,29.0,8.0,13,0,0,0,1,-3,-3.0,0,0.1,0.7,DEN
2021,221,Maurice Ffrench,23.0,2.0,1,1,3,0,0,0,,0,0.3,0.3,LAC
2021,222,Rodney Adams,27.0,5.0,1,0,0,0,0,0,,0,0.0,0.0,CHI
2021,223,Geronimo Allison,27.0,6.0,3,0,0,0,0,0,,0,0.0,0.0,DET
2021,224,Tutu Atwell,22.0,1.0,3,0,0,0,0,0,,0,0.0,0.0,LAR
2021,225,Alex Bachman,25.0,3.0,1,0,0,0,0,0,,0,0.0,0.0,NYG
2021,226,Travis Benjamin,32.0,10.0,9,0,0,0,0,0,,0,0.0,0.0,SF
2021,227,John Brown,31.0,8.0,4,0,0,0,0,0,,0,0.0,0.0,
2021,228,Jalen Camp,23.0,1.0,2,0,0,0,0,0,,0,0.0,0.0,HOU
2021,229,Dan Chisena,24.0,2.0,5,0,0,0,0,0,,0,0.0,0.0,MIN
2021,230,Tyrie Cleveland,24.0,2.0,4,0,0,0,0,0,,0,0.0,0.0,DEN
2021,231,Jeff Cotton,24.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,JAX
2021,232,Isaiah Coulter,23.0,2.0,2,0,0,0,0,0,,0,0.0,0.0,CHI
2021,233,Simi Fehoko,24.0,1.0,2,0,0,0,0,0,,0,0.0,0.0,DAL
2021,234,Daurice Fountain,26.0,4.0,1,0,0,0,0,0,,0,0.0,0.0,KC
2021,235,Travis Fulgham,26.0,3.0,1,0,0,0,0,0,,0,0.0,0.0,DEN
2021,236,Josh Hammond,23.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,JAX
2021,237,DeMichael Harris,23.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,IND
2021,238,Jacob Harris,24.0,1.0,2,0,0,0,0,0,,0,0.0,0.0,LAR
2021,239,John Hightower,25.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,PHI
2021,240,Isaiah Hodgins,23.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,BUF
2021,241,Mason Kinsey,23.0,2.0,1,0,0,0,0,0,,0,0.0,0.0,TEN
2021,242,David Moore,26.0,5.0,2,0,0,0,0,0,,0,0.0,0.0,DEN
2021,243,JoJo Natson,27.0,5.0,3,0,0,0,0,0,,0,0.0,0.0,CLE
2021,244,Brandon Powell,26.0,4.0,2,0,0,0,0,0,,0,0.0,0.0,LAR
2021,245,Steven Sims Jr,24.0,3.0,1,0,0,0,0,0,,0,0.0,0.0,PIT
2021,246,Matthew Slater,36.0,14.0,9,0,0,0,0,0,,0,0.0,0.0,NE
2021,247,Devin Smith,29.0,7.0,1,0,0,0,0,0,,0,0.0,0.0,JAX
2021,248,Vyncint Smith,25.0,4.0,2,0,0,0,0,0,,0,0.0,0.0,NYJ
2021,249,Marquez Stevenson,23.0,1.0,3,0,0,0,0,0,,0,0.0,0.0,BUF
2021,250,Dillon Stoner,23.0,1.0,3,0,0,0,0,0,,0,0.0,0.0,LV
2021,251,Trent Taylor,27.0,5.0,1,0,0,0,0,0,,0,0.0,0.0,CIN
2021,252,Nsimba Webster,25.0,3.0,1,0,0,0,0,0,,0,0.0,0.0,CHI
2022,1,Justin Jefferson,23.0,3.0,16,4,24,1,124,1771,14.3,8,22.4,358.9,MIN
2022,2,Tyreek Hill,28.0,7.0,16,7,32,2,117,1687,14.4,7,21.4,342.9,MIA
2022,3,Davante Adams,30.0,9.0,16,3,-1,0,95,1443,15.2,14,20.2,323.2,LV
2022,4,Stefon Diggs,29.0,8.0,16,1,-3,0,103,1351,13.1,10,18.6,297.8,BUF
2022,5,A.J. Brown,25.0,4.0,16,0,0,0,84,1401,16.7,11,18.1,290.1,PHI
2022,6,CeeDee Lamb,23.0,3.0,16,10,47,0,102,1307,12.8,8,17.8,285.4,DAL
2022,7,Amon-Ra St. Brown,23.0,2.0,15,9,95,0,100,1112,11.1,6,17.1,256.7,DET
2022,8,Jaylen Waddle,24.0,2.0,16,2,17,0,70,1312,18.7,8,15.7,250.9,MIA
2022,9,DeVonta Smith,24.0,2.0,16,0,0,0,88,1129,12.8,7,15.2,242.9,PHI
2022,10,Amari Cooper,28.0,8.0,16,0,0,0,76,1109,14.6,9,14.9,238.9,CLE
2022,11,Tyler Lockett,30.0,8.0,15,0,0,0,80,979,12.2,8,15.1,225.9,SEA
2022,12,Mike Evans,29.0,9.0,15,0,0,0,77,1124,14.6,6,15.0,225.4,TB
2022,13,Ja'Marr Chase,22.0,2.0,11,5,8,0,79,960,12.2,8,20.3,223.8,CIN
2022,14,DK Metcalf,25.0,4.0,16,0,0,0,87,1008,11.6,6,14.0,223.8,SEA
2022,15,Christian Kirk,26.0,5.0,16,5,11,0,78,1009,12.9,7,13.9,222.0,JAX
2022,16,Brandon Aiyuk,24.0,3.0,16,2,23,0,74,956,12.9,8,13.7,219.9,SF
2022,17,Tee Higgins,23.0,3.0,16,0,0,0,74,1035,14.0,7,13.7,219.5,CIN
2022,18,Chris Godwin,26.0,6.0,14,3,5,0,98,968,9.9,3,15.2,213.3,TB
2022,19,Terry McLaurin,27.0,4.0,16,7,29,0,74,1117,15.1,4,13.3,212.6,WAS
2022,20,Michael Pittman Jr,25.0,3.0,15,2,30,0,96,895,9.3,3,13.8,206.5,IND
2022,21,Cooper Kupp,29.0,6.0,9,9,52,1,75,812,10.8,6,22.6,203.4,LAR
2022,22,Garrett Wilson,22.0,1.0,16,4,4,0,74,1014,13.7,4,12.5,199.8,NYJ
2022,23,DJ Moore,25.0,5.0,16,10,53,0,62,878,14.2,7,12.3,197.1,CAR
2022,24,Zay Jones,27.0,6.0,15,4,18,0,78,802,10.3,5,12.7,190.0,JAX
2022,25,JuJu Smith-Schuster,26.0,6.0,15,0,0,0,76,898,11.8,3,12.3,183.8,KC
2022,26,Chris Olave,22.0,1.0,14,0,0,0,67,982,14.7,3,13.1,183.2,NO
2022,27,Jerry Jeudy,23.0,3.0,14,1,1,0,62,818,13.2,6,12.8,179.9,DEN
2022,28,Curtis Samuel,26.0,6.0,16,37,191,1,63,658,10.4,4,11.1,177.9,WAS
2022,29,Diontae Johnson,26.0,4.0,16,7,25,0,84,844,10.0,0,10.7,170.9,PIT
2022,30,Jakobi Meyers,26.0,4.0,13,2,-11,0,64,771,12.0,5,13.1,170.0,NE
2022,31,Mike Williams,28.0,6.0,12,0,0,0,59,863,14.6,4,14.1,169.3,LAC
2022,32,Adam Thielen,32.0,10.0,16,0,0,0,68,708,10.4,5,10.6,168.8,MIN
2022,33,Deebo Samuel Sr.,26.0,4.0,12,41,228,3,54,612,11.3,2,14.0,168.0,SF
2022,34,Gabe Davis,23.0,3.0,14,0,0,0,45,797,17.7,7,11.9,166.7,BUF
2022,35,Drake London,21.0,1.0,16,0,0,0,66,746,11.3,4,10.3,164.6,ATL
2022,36,Tyler Boyd,28.0,7.0,16,0,0,0,54,725,13.4,6,10.2,163.4,CIN
2022,37,Allen Lazard,27.0,5.0,14,0,0,0,56,747,13.3,5,11.5,160.7,GB
2022,38,Joshua Palmer,23.0,2.0,15,1,4,0,68,730,10.7,3,10.6,159.4,LAC
2022,39,Donovan Peoples-Jones,23.0,3.0,16,1,2,0,59,797,13.5,3,9.8,156.9,CLE
2022,40,Marquise Brown,25.0,4.0,11,1,1,0,66,702,10.6,3,14.0,154.3,ARI
2022,41,DeAndre Hopkins,30.0,10.0,9,0,0,0,64,717,11.2,3,17.1,153.7,ARI
2022,42,Mack Hollins,29.0,6.0,16,4,40,0,55,675,12.3,4,9.4,150.7,LV
2022,43,George Pickens,21.0,1.0,16,3,24,1,49,729,14.9,3,9.3,148.3,PIT
2022,44,Christian Watson,23.0,1.0,13,5,68,2,36,507,14.1,7,11.3,147.5,GB
2022,45,Courtland Sutton,27.0,5.0,14,1,5,0,61,796,13.0,1,10.5,147.1,DEN
2022,46,K.J. Osborn,25.0,3.0,16,3,6,0,55,533,9.7,5,8.7,138.9,MIN
2022,47,Richie James,27.0,5.0,15,2,6,0,57,569,10.0,4,9.2,138.5,NYG
2022,48,Parris Campbell,25.0,4.0,16,4,32,0,57,581,10.2,3,8.5,136.3,IND
2022,49,Keenan Allen,30.0,10.0,9,1,8,0,58,650,11.2,2,15.1,135.8,LAC
2022,50,Darius Slayton,25.0,4.0,15,0,0,0,46,724,15.7,2,8.7,130.4,NYG
2022,51,Brandin Cooks,29.0,9.0,12,2,7,0,52,593,11.4,2,10.3,124.0,HOU
2022,52,Jahan Dotson,22.0,1.0,11,2,-7,0,32,451,14.1,7,10.8,118.4,WAS
2022,53,Marquez Valdes-Scantling,28.0,5.0,16,1,-3,0,39,660,16.9,2,7.3,116.7,KC
2022,54,Isaiah McKenzie,27.0,6.0,15,9,55,1,40,404,10.1,4,7.7,115.9,BUF
2022,55,Noah Brown,26.0,6.0,15,0,0,0,42,545,13.0,3,7.6,114.5,DAL
2022,56,Russell Gage,26.0,5.0,12,0,0,0,48,411,8.6,4,9.4,113.1,TB
2022,57,Marvin Jones Jr,32.0,11.0,15,0,0,0,44,500,11.4,3,7.5,112.0,JAX
2022,58,Chris Moore,29.0,7.0,15,2,5,0,46,526,11.4,2,7.4,111.1,HOU
2022,59,Devin Duvernay,25.0,3.0,14,12,84,1,37,407,11.0,3,7.9,110.1,BAL
2022,60,Robert Woods,30.0,10.0,16,0,0,0,49,487,9.9,2,6.9,109.7,TEN
2022,61,DeAndre Carter,29.0,8.0,16,2,-15,0,43,495,11.5,3,6.8,109.0,LAC
2022,62,Greg Dortch,24.0,4.0,15,5,29,0,48,437,9.1,2,7.1,106.6,ARI
2022,63,Alec Pierce,22.0,1.0,15,0,0,0,38,551,14.5,2,7.0,105.1,IND
2022,64,Romeo Doubs,22.0,1.0,12,1,11,0,42,425,10.1,3,8.6,103.6,GB
2022,65,Michael Gallup,26.0,5.0,13,0,0,0,38,414,10.9,4,8.0,103.4,DAL
2022,66,Chase Claypool,24.0,3.0,14,9,59,0,44,422,9.6,1,7.3,102.1,
2022,67,Kalif Raymond,28.0,7.0,16,7,36,0,43,550,12.8,0,6.4,101.6,DET
2022,68,Darnell Mooney,25.0,3.0,12,1,2,0,40,493,12.3,2,8.5,101.5,CHI
2022,69,Demarcus Robinson,28.0,7.0,16,0,0,0,46,434,9.4,2,6.3,101.4,BAL
2022,70,Josh Reynolds,27.0,6.0,13,0,0,0,37,463,12.5,3,7.8,101.3,DET
2022,71,Isaiah Hodgins,24.0,3.0,10,0,0,0,37,392,10.6,4,10.0,100.2,
2022,72,Olamide Zaccheaus,25.0,4.0,16,2,7,0,36,496,13.8,2,6.1,98.3,ATL
2022,73,Nico Collins,23.0,2.0,10,0,0,0,37,481,13.0,2,9.7,97.1,HOU
2022,74,Corey Davis,27.0,6.0,12,0,0,0,31,519,16.7,2,7.9,94.9,NYJ
2022,75,D.J. Chark Jr,26.0,5.0,10,0,0,0,27,488,18.1,3,9.4,93.8,DET
2022,76,Mecole Hardman,24.0,4.0,8,4,31,2,25,297,11.9,4,11.7,93.8,KC
2022,77,Rashid Shaheed,24.0,1.0,11,3,50,1,25,454,18.2,2,8.5,93.4,NO
2022,78,Marquise Goodwin,32.0,10.0,13,2,5,0,27,387,14.3,4,6.9,90.2,SEA
2022,79,Treylon Burks,22.0,1.0,10,4,47,1,29,425,14.7,1,8.8,88.2,TEN
2022,80,Rondale Moore,22.0,2.0,8,6,-5,0,41,414,10.1,1,11.0,87.9,ARI
2022,81,Elijah Moore,22.0,2.0,15,5,5,0,36,435,12.1,1,5.7,86.0,NYJ
2022,82,Allen Robinson II,29.0,9.0,10,0,0,0,33,339,10.3,3,8.5,84.9,LAR
2022,83,Ben Skowronek,25.0,2.0,14,1,17,1,39,376,9.6,0,6.0,84.3,LAR
2022,84,Trent Sherfield Sr.,26.0,5.0,16,0,0,0,30,417,13.9,2,5.2,83.7,MIA
2022,85,Quez Watkins,24.0,3.0,16,3,1,0,31,340,11.0,3,5.2,83.1,PHI
2022,86,Nick Westbrook-Ikhine,25.0,3.0,16,0,0,0,25,397,15.9,3,5.2,82.7,TEN
