Year,Rank,Name,Age,Experience,Games_Played,Points_Per_Game,Total_Points,Team
2006,32.0,Tatum Bell DEN,25.0,3.0,13.0,11.5,150.0,DEN
2006,33.0,Shaun Alexander SEA,29.0,7.0,10.0,14.8,148.4,SEA
2006,34.0,Reuben Droughns CLE,28.0,6.0,14.0,10.3,143.7,CLE
2006,35.0,Leon Washington NYJ,24.0,1.0,15.0,9.4,141.0,NYJ
2006,36.0,Cadillac Williams TB,24.0,2.0,14.0,9.7,135.4,TB
2006,37.0,Clinton Portis WAS,25.0,5.0,8.0,16.0,128.3,WAS
2006,38.0,DeAngelo Williams CAR,23.0,1.0,13.0,9.7,126.4,CAR
2006,40.0,Brandon Jacobs NYG,24.0,2.0,15.0,8.1,122.2,NYG
2006,41.0,Michael Pittman TB,31.0,9.0,16.0,7.4,118.0,TB
2006,42.0,Mewelde Moore MIN,24.0,3.0,16.0,7.3,116.5,MIN
2006,45.0,Kevin Faulk NE,30.0,8.0,15.0,7.3,108.9,NE
2006,48.0,Justin Fargas OAK,26.0,4.0,16.0,5.9,94.0,OAK
2006,57.0,LaMont Jordan OAK,28.0,6.0,9.0,8.1,72.8,OAK
2006,61.0,Mike Alstott TB,33.0,11.0,15.0,4.3,64.6,TB
2006,62.0,Kenny Watson CIN,28.0,5.0,16.0,4.0,64.1,CIN
2006,72.0,LenDale White TEN,22.0,1.0,13.0,3.4,44.4,TEN
2006,76.0,Marcel Shipp ARI,28.0,5.0,9.0,4.5,40.1,ARI
2006,85.0,Nick Goings CAR,28.0,6.0,7.0,4.6,31.9,CAR
2006,93.0,Adrian Peterson CHI,27.0,5.0,6.0,4.4,26.2,CHI
2006,96.0,Shawn Bryson DET,30.0,7.0,5.0,4.8,23.9,DET
2006,100.0,Jerome Harrison CLE,23.0,1.0,9.0,2.2,19.7,CLE
2006,107.0,Chris Brown TEN,25.0,4.0,5.0,3.6,18.0,TEN
2006,126.0,Earnest Graham TB,26.0,3.0,5.0,1.5,7.3,TB
2007,1.0,Brian Westbrook PHI,28.0,6.0,15.0,24.8,372.4,PHI
2007,2.0,LaDainian Tomlinson SD,28.0,7.0,16.0,23.0,367.6,SD
2007,3.0,Clinton Portis WAS,26.0,6.0,16.0,17.7,282.7,WAS
2007,4.0,Joseph Addai IND,24.0,2.0,15.0,18.3,274.6,IND
2007,5.0,Adrian Peterson MIN,22.0,1.0,14.0,18.4,257.9,MIN
2007,6.0,Jamal Lewis CLE,28.0,8.0,15.0,16.7,251.2,CLE
2007,7.0,Frank Gore SF,24.0,3.0,15.0,16.2,242.8,SF
2007,8.0,Marion Barber DAL,24.0,3.0,16.0,15.1,241.5,DAL
2007,9.0,Willis McGahee BAL,26.0,4.0,15.0,15.7,234.8,BAL
2007,10.0,Earnest Graham TB,27.0,4.0,15.0,15.4,231.2,TB
2007,11.0,Maurice Jones-Drew JAX,22.0,2.0,15.0,14.1,211.5,JAX
2007,12.0,Edgerrin James ARI,29.0,9.0,16.0,13.1,209.8,ARI
2007,13.0,Reggie Bush NO,22.0,2.0,12.0,17.4,208.8,NO
2007,14.0,Kenny Watson CIN,29.0,6.0,16.0,13.0,207.6,CIN
2007,15.0,Steven Jackson STL,24.0,4.0,12.0,17.1,205.4,STL
2007,16.0,Marshawn Lynch BUF,21.0,1.0,13.0,14.9,194.2,BUF
2007,17.0,Ryan Grant GB,25.0,3.0,14.0,13.4,188.3,GB
2007,18.0,LenDale White TEN,23.0,2.0,16.0,11.5,184.2,TEN
2007,19.0,Chester Taylor MIN,28.0,6.0,14.0,13.1,183.5,MIN
2007,20.0,Willie Parker PIT,27.0,4.0,15.0,12.2,183.0,PIT
2007,21.0,Brandon Jacobs NYG,25.0,3.0,11.0,16.1,177.5,NYG
2007,22.0,Thomas Jones NYJ,29.0,8.0,16.0,10.8,173.6,NYJ
2007,23.0,Ronnie Brown MIA,26.0,3.0,7.0,24.0,168.1,MIA
2007,24.0,Justin Fargas OAK,27.0,5.0,14.0,11.9,166.7,OAK
2007,25.0,Adrian Peterson CHI,28.0,6.0,16.0,10.4,166.4,CHI
2007,26.0,Fred Taylor JAX,31.0,10.0,15.0,11.0,165.0,JAX
2007,27.0,Kevin Jones DET,25.0,4.0,13.0,12.2,158.8,DET
2007,28.0,Warrick Dunn ATL,32.0,11.0,16.0,9.8,156.6,ATL
2007,29.0,DeShaun Foster CAR,27.0,6.0,16.0,9.6,152.9,CAR
2007,30.0,DeAngelo Williams CAR,24.0,2.0,16.0,9.0,143.4,CAR
2007,34.0,Laurence Maroney NE,22.0,2.0,13.0,10.4,135.1,NE
2007,36.0,Larry Johnson KC,28.0,5.0,8.0,16.1,128.5,KC
2007,38.0,Derrick Ward NYG,27.0,4.0,8.0,16.0,128.1,NYG
2007,39.0,LaMont Jordan OAK,29.0,7.0,12.0,10.5,125.6,OAK
2007,40.0,Shaun Alexander SEA,30.0,8.0,13.0,9.5,123.2,SEA
2007,43.0,Kevin Faulk NE,31.0,9.0,16.0,7.4,118.1,NE
2007,44.0,Julius Jones DAL,26.0,4.0,16.0,7.1,113.7,DAL
2007,45.0,Leon Washington NYJ,25.0,2.0,16.0,7.0,112.0,NYJ
2007,46.0,Chris Brown TEN,26.0,5.0,12.0,9.0,108.2,TEN
2007,50.0,Rudi Johnson CIN,28.0,6.0,11.0,8.9,97.7,CIN
2007,54.0,Ladell Betts WAS,28.0,6.0,16.0,5.2,83.9,WAS
2007,59.0,Michael Pittman TB,32.0,10.0,10.0,7.4,73.9,TB
2007,60.0,Pierre Thomas NO,23.0,1.0,9.0,7.9,71.3,NO
2007,61.0,Fred Jackson BUF,26.0,1.0,8.0,8.9,71.0,BUF
2007,66.0,Brandon Jackson GB,22.0,1.0,9.0,6.9,61.7,GB
2007,79.0,Cadillac Williams TB,25.0,3.0,4.0,10.9,43.5,TB
2007,83.0,Darren Sproles SD,24.0,3.0,8.0,5.2,41.5,SD
2007,94.0,Ahmad Bradshaw NYG,21.0,1.0,6.0,4.7,28.2,NYG
2007,99.0,LeRon McClain BAL,23.0,1.0,12.0,1.9,22.3,BAL
2007,100.0,Mewelde Moore MIN,25.0,4.0,7.0,3.1,21.9,MIN
2007,102.0,Priest Holmes KC,34.0,11.0,4.0,5.1,20.4,KC
2007,107.0,Jerome Harrison CLE,24.0,2.0,4.0,4.5,18.1,CLE
2007,110.0,Marcel Shipp ARI,29.0,6.0,13.0,1.3,16.6,ARI
2007,116.0,Deuce McAllister NO,29.0,7.0,3.0,4.9,14.7,NO
2007,148.0,Ricky Williams MIA,30.0,9.0,1.0,1.5,1.5,MIA
2008,1.0,Matt Forte CHI,23.0,1.0,16.0,19.2,307.5,CHI
2008,2.0,DeAngelo Williams CAR,25.0,3.0,16.0,19.1,305.9,CAR
2008,3.0,Maurice Jones-Drew JAX,23.0,3.0,16.0,17.8,284.9,JAX
2008,4.0,Michael Turner ATL,26.0,5.0,16.0,17.6,282.0,ATL
2008,5.0,Thomas Jones NYJ,30.0,9.0,16.0,17.4,277.9,NYJ
2008,6.0,LaDainian Tomlinson SD,29.0,8.0,16.0,17.4,277.6,SD
2008,7.0,Steve Slaton HOU,22.0,1.0,16.0,17.2,275.9,HOU
2008,8.0,Brian Westbrook PHI,29.0,7.0,14.0,19.4,271.8,PHI
2008,9.0,Adrian Peterson MIN,23.0,2.0,16.0,16.8,269.2,MIN
2008,10.0,Clinton Portis WAS,27.0,7.0,16.0,15.8,252.5,WAS
2008,11.0,Chris Johnson TEN,23.0,1.0,15.0,16.8,251.8,TEN
2008,12.0,Marion Barber DAL,25.0,4.0,15.0,15.7,236.2,DAL
2008,13.0,Marshawn Lynch BUF,22.0,2.0,15.0,15.7,235.7,BUF
2008,14.0,Frank Gore SF,25.0,4.0,14.0,16.6,231.9,SF
2008,15.0,Steven Jackson STL,25.0,5.0,12.0,19.2,230.2,STL
2008,16.0,Ronnie Brown MIA,27.0,4.0,16.0,13.5,215.2,MIA
2008,17.0,Kevin Smith DET,22.0,1.0,16.0,13.3,213.1,DET
2008,18.0,Brandon Jacobs NYG,26.0,4.0,13.0,16.0,208.5,NYG
2008,19.0,Pierre Thomas NO,24.0,2.0,14.0,13.8,193.9,NO
2008,20.0,Derrick Ward NYG,28.0,5.0,16.0,12.1,193.9,NYG
2008,21.0,Kevin Faulk NE,32.0,10.0,15.0,12.9,193.2,NE
2008,22.0,LeRon McClain BAL,24.0,2.0,16.0,11.8,188.0,BAL
2008,23.0,Dominic Rhodes IND,29.0,8.0,15.0,12.2,183.0,IND
2008,24.0,Ryan Grant GB,26.0,4.0,16.0,11.2,179.9,GB
2008,25.0,Leon Washington NYJ,26.0,3.0,16.0,11.0,175.3,NYJ
2008,26.0,LenDale White TEN,24.0,3.0,16.0,10.9,173.9,TEN
2008,27.0,Reggie Bush NO,23.0,3.0,10.0,17.2,172.4,NO
2008,28.0,Warrick Dunn TB,33.0,12.0,15.0,11.4,170.6,TB
2008,29.0,Mewelde Moore PIT,26.0,5.0,14.0,11.9,166.8,PIT
2008,30.0,Jamal Lewis CLE,29.0,9.0,16.0,10.3,165.0,CLE
2008,31.0,Chester Taylor MIN,29.0,7.0,16.0,10.3,165.0,MIN
2008,32.0,Jonathan Stewart CAR,21.0,1.0,16.0,9.8,156.2,CAR
2008,33.0,Tim Hightower ARI,22.0,1.0,16.0,9.7,155.9,ARI
2008,35.0,Willis McGahee BAL,27.0,5.0,13.0,11.6,150.4,BAL
2008,37.0,Ricky Williams MIA,31.0,10.0,16.0,9.2,146.8,MIA
2008,38.0,Fred Jackson BUF,27.0,2.0,15.0,9.5,142.7,BUF
2008,39.0,Joseph Addai IND,25.0,3.0,12.0,11.8,142.0,IND
2008,40.0,Larry Johnson KC,29.0,6.0,12.0,11.7,141.0,KC
2008,41.0,Darren Sproles SD,25.0,4.0,15.0,8.8,132.2,SD
2008,42.0,Darren McFadden OAK,21.0,1.0,13.0,10.1,131.4,OAK
2008,43.0,Cedric Benson CIN,26.0,4.0,12.0,10.4,125.2,CIN
2008,44.0,Earnest Graham TB,28.0,5.0,10.0,12.5,124.8,TB
2008,46.0,Willie Parker PIT,28.0,5.0,11.0,10.4,114.4,PIT
2008,47.0,Deuce McAllister NO,30.0,8.0,13.0,8.4,108.6,NO
2008,48.0,Justin Fargas OAK,28.0,6.0,14.0,7.6,106.7,OAK
2008,49.0,Ray Rice BAL,21.0,1.0,13.0,8.1,105.7,BAL
2008,54.0,Jamaal Charles KC,22.0,1.0,16.0,6.0,95.9,KC
2008,55.0,Michael Bush OAK,24.0,2.0,11.0,8.7,95.4,OAK
2008,56.0,Edgerrin James ARI,30.0,10.0,13.0,6.9,89.9,ARI
2008,57.0,Fred Taylor JAX,32.0,11.0,13.0,6.7,87.4,JAX
2008,59.0,Brandon Jackson GB,23.0,2.0,13.0,6.1,79.3,GB
2008,62.0,Ladell Betts WAS,29.0,7.0,13.0,5.3,68.6,WAS
2008,67.0,BenJarvus Green-Ellis NE,23.0,1.0,7.0,8.9,62.3,NE
2008,71.0,Jerome Harrison CLE,25.0,3.0,15.0,4.0,60.2,CLE
2008,72.0,Cadillac Williams TB,26.0,4.0,6.0,9.8,58.6,TB
2008,73.0,Ahmad Bradshaw NYG,22.0,2.0,11.0,5.2,56.7,NYG
2008,75.0,Tatum Bell DEN,27.0,5.0,6.0,8.8,52.6,DEN
2008,78.0,Felix Jones DAL,21.0,1.0,5.0,9.5,47.6,DAL
2008,83.0,Mike Tolbert SD,23.0,1.0,9.0,4.4,39.8,SD
2008,99.0,Adrian Peterson CHI,29.0,7.0,7.0,2.9,20.5,CHI
2008,124.0,Rashard Mendenhall PIT,21.0,1.0,3.0,3.2,9.5,PIT
2008,125.0,Laurence Maroney NE,23.0,3.0,3.0,3.1,9.3,NE
2008,128.0,Kenny Watson CIN,30.0,7.0,7.0,1.3,8.9,CIN
2008,145.0,Nick Goings CAR,30.0,8.0,5.0,0.8,4.1,CAR
2009,1.0,Chris Johnson TEN,24.0,2.0,16.0,24.8,396.9,TEN
2009,2.0,Adrian Peterson MIN,24.0,3.0,16.0,20.8,333.5,MIN
2009,3.0,Ray Rice BAL,22.0,2.0,16.0,20.6,330.1,BAL
2009,4.0,Maurice Jones-Drew JAX,24.0,4.0,16.0,20.3,325.5,JAX
2009,5.0,Frank Gore SF,26.0,5.0,14.0,20.2,282.6,SF
2009,6.0,Joseph Addai IND,26.0,4.0,15.0,16.7,250.3,IND
2009,7.0,Ricky Williams MIA,32.0,11.0,16.0,15.6,249.5,MIA
2009,8.0,Steven Jackson STL,26.0,6.0,15.0,16.5,247.8,STL
2009,9.0,Thomas Jones NYJ,31.0,10.0,16.0,15.0,240.0,NYJ
2009,10.0,Ryan Grant GB,27.0,5.0,16.0,14.8,236.0,GB
2009,11.0,Jamaal Charles KC,23.0,2.0,15.0,15.3,229.7,KC
2009,12.0,Matt Forte CHI,24.0,2.0,16.0,13.8,221.0,CHI
2009,13.0,Fred Jackson BUF,28.0,3.0,16.0,13.6,218.4,BUF
2009,14.0,Tim Hightower ARI,23.0,2.0,16.0,13.4,213.6,ARI
2009,15.0,Jonathan Stewart CAR,22.0,2.0,16.0,13.2,211.2,CAR
2009,16.0,Rashard Mendenhall PIT,22.0,2.0,15.0,14.0,209.9,PIT
2009,17.0,DeAngelo Williams CAR,26.0,4.0,13.0,16.0,207.9,CAR
2009,18.0,Knowshon Moreno DEN,22.0,1.0,16.0,12.4,198.0,DEN
2009,19.0,Pierre Thomas NO,25.0,3.0,14.0,14.0,196.5,NO
2009,20.0,Cedric Benson CIN,27.0,5.0,13.0,14.6,189.2,CIN
2009,21.0,Kevin Smith DET,23.0,2.0,13.0,14.3,185.6,DET
2009,22.0,Jerome Harrison CLE,26.0,4.0,14.0,13.2,184.2,CLE
2009,23.0,Marion Barber DAL,26.0,5.0,15.0,12.2,183.3,DAL
2009,24.0,LaDainian Tomlinson SD,30.0,9.0,14.0,12.9,180.4,SD
2009,25.0,Cadillac Williams TB,27.0,5.0,16.0,10.9,174.5,TB
2009,26.0,Steve Slaton HOU,23.0,2.0,11.0,15.6,171.4,HOU
2009,27.0,Darren Sproles SD,26.0,5.0,16.0,10.7,171.0,SD
2009,28.0,Justin Forsett SEA,24.0,2.0,16.0,10.5,167.9,SEA
2009,29.0,Reggie Bush NO,24.0,4.0,14.0,12.0,167.5,NO
2009,30.0,Willis McGahee BAL,28.0,6.0,15.0,10.8,161.9,BAL
2009,31.0,Ahmad Bradshaw NYG,23.0,3.0,15.0,10.8,161.5,NYG
2009,32.0,LeSean McCoy PHI,21.0,1.0,16.0,9.9,158.5,PHI
2009,33.0,Brandon Jacobs NYG,27.0,5.0,15.0,10.4,155.9,NYG
2009,34.0,Michael Turner ATL,27.0,6.0,11.0,14.1,155.6,ATL
2009,35.0,Laurence Maroney NE,24.0,4.0,15.0,10.2,153.6,NE
2009,37.0,Chris Wells ARI,21.0,1.0,16.0,9.2,147.6,ARI
2009,39.0,Ronnie Brown MIA,28.0,5.0,9.0,15.7,141.5,MIA
2009,40.0,Chester Taylor MIN,30.0,8.0,16.0,8.0,128.1,MIN
2009,42.0,Kevin Faulk NE,33.0,11.0,15.0,7.9,118.6,NE
2009,43.0,Felix Jones DAL,22.0,2.0,14.0,8.4,117.4,DAL
2009,44.0,Michael Bush OAK,25.0,3.0,15.0,7.0,104.4,OAK
2009,45.0,Marshawn Lynch BUF,23.0,3.0,13.0,7.9,102.9,BUF
2009,48.0,Justin Fargas OAK,29.0,7.0,12.0,8.0,95.4,OAK
2009,51.0,Darren McFadden OAK,22.0,2.0,12.0,7.3,87.1,OAK
2009,53.0,Brian Westbrook PHI,30.0,8.0,8.0,10.3,82.5,PHI
2009,58.0,Clinton Portis WAS,28.0,8.0,8.0,9.5,76.1,WAS
2009,59.0,Mike Tolbert SD,24.0,2.0,12.0,6.2,75.0,SD
2009,60.0,Donald Brown IND,22.0,1.0,11.0,6.7,74.0,IND
2009,61.0,Brandon Jackson GB,24.0,3.0,11.0,6.3,68.8,GB
2009,63.0,Ladell Betts WAS,30.0,8.0,10.0,6.8,67.9,WAS
2009,64.0,Jamal Lewis CLE,30.0,10.0,9.0,7.4,66.8,CLE
2009,66.0,Shonn Greene NYJ,24.0,1.0,13.0,5.1,66.1,NYJ
2009,67.0,LeRon McClain BAL,25.0,3.0,16.0,4.1,65.1,BAL
2009,68.0,Mewelde Moore PIT,27.0,6.0,15.0,4.3,64.3,PIT
2009,70.0,Leon Washington NYJ,27.0,4.0,7.0,8.7,61.1,NYJ
2009,71.0,Arian Foster HOU,23.0,1.0,4.0,15.2,61.0,HOU
2009,73.0,Willie Parker PIT,29.0,6.0,13.0,4.4,57.3,PIT
2009,82.0,LenDale White TEN,25.0,4.0,13.0,3.0,38.6,TEN
2009,88.0,Earnest Graham TB,29.0,6.0,11.0,2.9,31.5,TB
2009,93.0,Ahman Green GB,32.0,12.0,7.0,3.8,26.8,GB
2009,118.0,BenJarvus Green-Ellis NE,24.0,2.0,6.0,2.4,14.5,NE
2009,133.0,Adrian Peterson CHI,30.0,8.0,3.0,2.7,8.2,CHI
2010,1.0,Arian Foster HOU,24.0,2.0,16.0,24.7,395.8,HOU
2010,2.0,Peyton Hillis CLE,24.0,3.0,16.0,19.1,304.9,CLE
2010,3.0,LeSean McCoy PHI,22.0,2.0,15.0,19.9,299.2,PHI
2010,4.0,Jamaal Charles KC,24.0,3.0,16.0,17.9,286.5,KC
2010,5.0,Adrian Peterson MIN,25.0,4.0,15.0,18.5,277.9,MIN
2010,6.0,Chris Johnson TEN,25.0,3.0,16.0,17.3,276.9,TEN
2010,7.0,Ray Rice BAL,23.0,3.0,16.0,17.3,276.9,BAL
2010,8.0,Darren McFadden OAK,23.0,3.0,13.0,21.0,273.4,OAK
2010,9.0,Matt Forte CHI,25.0,3.0,16.0,16.7,266.6,CHI
2010,10.0,Ahmad Bradshaw NYG,24.0,4.0,16.0,15.6,249.9,NYG
2010,11.0,Rashard Mendenhall PIT,23.0,3.0,16.0,15.3,245.1,PIT
2010,12.0,Steven Jackson STL,27.0,7.0,16.0,15.3,244.4,STL
2010,13.0,Maurice Jones-Drew JAX,25.0,5.0,14.0,17.0,238.1,JAX
2010,14.0,Michael Turner ATL,28.0,7.0,16.0,14.4,229.6,ATL
2010,15.0,LaDainian Tomlinson NYJ,31.0,10.0,15.0,14.4,216.2,NYJ
2010,16.0,Frank Gore SF,27.0,6.0,11.0,18.8,206.5,SF
2010,17.0,Cedric Benson CIN,28.0,6.0,16.0,12.8,204.9,CIN
2010,18.0,Knowshon Moreno DEN,23.0,2.0,13.0,15.4,200.1,DEN
2010,19.0,BenJarvus Green-Ellis NE,25.0,3.0,16.0,12.5,199.3,NE
2010,20.0,Jahvid Best DET,21.0,1.0,15.0,13.3,199.0,DET
2010,21.0,Fred Jackson BUF,29.0,4.0,16.0,11.7,187.2,BUF
2010,22.0,Mike Tolbert SD,25.0,3.0,15.0,12.4,186.1,SD
2010,23.0,Felix Jones DAL,23.0,3.0,16.0,11.6,185.0,DAL
2010,24.0,Brandon Jackson GB,25.0,4.0,16.0,10.7,171.5,GB
2010,25.0,Danny Woodhead NE,25.0,3.0,14.0,11.6,162.6,NE
2010,26.0,Ronnie Brown MIA,29.0,6.0,16.0,10.0,160.6,MIA
2010,27.0,Thomas Jones KC,32.0,11.0,16.0,9.5,151.8,KC
2010,28.0,Michael Bush OAK,26.0,4.0,14.0,10.8,150.9,OAK
2010,29.0,Darren Sproles SD,27.0,6.0,16.0,9.4,150.0,SD
2010,30.0,Brandon Jacobs NYG,28.0,6.0,16.0,9.3,149.2,NYG
2010,32.0,Ryan Mathews SD,23.0,1.0,12.0,12.2,146.0,SD
2010,33.0,Cadillac Williams TB,28.0,6.0,16.0,9.0,143.2,TB
2010,36.0,Tim Hightower ARI,24.0,3.0,16.0,8.6,138.2,ARI
2010,40.0,Justin Forsett SEA,25.0,3.0,16.0,7.6,122.2,SEA
2010,41.0,Ricky Williams MIA,33.0,12.0,16.0,7.4,118.4,MIA
2010,43.0,Shonn Greene NYJ,25.0,2.0,15.0,7.8,116.6,NYJ
2010,44.0,Jonathan Stewart CAR,23.0,3.0,14.0,8.1,113.3,CAR
2010,46.0,Joseph Addai IND,27.0,5.0,8.0,13.1,104.9,IND
2010,48.0,Donald Brown IND,23.0,2.0,13.0,7.9,102.2,IND
2010,51.0,Willis McGahee BAL,29.0,7.0,15.0,6.2,93.2,BAL
2010,54.0,Pierre Thomas NO,26.0,4.0,6.0,14.7,88.0,NO
2010,56.0,Marion Barber DAL,27.0,6.0,13.0,5.9,77.3,DAL
2010,58.0,Reggie Bush NO,25.0,5.0,8.0,9.5,75.8,NO
2010,59.0,C.J. Spiller BUF,23.0,1.0,14.0,5.3,74.0,BUF
2010,63.0,Chris Wells ARI,22.0,2.0,13.0,4.9,64.1,ARI
2010,66.0,DeAngelo Williams CAR,27.0,5.0,6.0,9.9,59.2,CAR
2010,67.0,Mewelde Moore PIT,28.0,7.0,14.0,4.0,56.4,PIT
2010,68.0,Earnest Graham TB,30.0,7.0,11.0,5.0,55.0,TB
2010,76.0,Clinton Portis WAS,29.0,9.0,5.0,9.0,45.2,WAS
2010,79.0,LeRon McClain BAL,26.0,4.0,14.0,3.1,42.9,BAL
2010,83.0,Kevin Smith DET,24.0,3.0,6.0,6.0,35.8,DET
2010,99.0,Dominic Rhodes IND,31.0,10.0,3.0,6.2,18.6,IND
2010,105.0,Kevin Faulk NE,34.0,12.0,2.0,8.4,16.7,NE
2010,114.0,James Starks GB,24.0,1.0,3.0,4.5,13.6,GB
2010,115.0,Steve Slaton HOU,24.0,3.0,5.0,2.7,13.4,HOU
2010,134.0,Ryan Grant GB,28.0,6.0,1.0,4.5,4.5,GB
2011,1.0,Ray Rice BAL,24.0,4.0,16.0,23.6,376.8,BAL
2011,2.0,LeSean McCoy PHI,23.0,3.0,15.0,22.0,330.4,PHI
2011,3.0,Arian Foster HOU,25.0,3.0,13.0,23.8,309.1,HOU
2011,4.0,Maurice Jones-Drew JAX,26.0,6.0,16.0,19.2,307.0,JAX
2011,5.0,Darren Sproles NO,28.0,7.0,16.0,17.0,271.3,NO
2011,6.0,Marshawn Lynch SEA,25.0,5.0,15.0,16.5,247.6,SEA
2011,7.0,Ryan Mathews SD,24.0,2.0,14.0,17.2,240.6,SD
2011,8.0,Michael Turner ATL,29.0,8.0,16.0,14.6,233.8,ATL
2011,9.0,Chris Johnson TEN,26.0,4.0,16.0,14.2,227.5,TEN
2011,10.0,Steven Jackson STL,28.0,8.0,15.0,15.1,225.8,STL
2011,11.0,Matt Forte CHI,26.0,4.0,12.0,18.7,224.7,CHI
2011,12.0,Michael Bush OAK,27.0,5.0,16.0,14.0,224.5,OAK
2011,13.0,Reggie Bush MIA,26.0,6.0,15.0,14.9,223.2,MIA
2011,14.0,Fred Jackson BUF,30.0,5.0,10.0,21.3,212.6,BUF
2011,15.0,Adrian Peterson MIN,26.0,5.0,12.0,17.3,207.2,MIN
2011,16.0,Mike Tolbert SD,26.0,4.0,15.0,13.8,206.5,SD
2011,17.0,Frank Gore SF,28.0,7.0,16.0,12.3,197.5,SF
2011,18.0,Jonathan Stewart CAR,24.0,4.0,16.0,12.2,194.4,CAR
2011,19.0,Ahmad Bradshaw NYG,25.0,5.0,12.0,16.0,192.6,NYG
2011,20.0,Shonn Greene NYJ,26.0,3.0,16.0,12.0,192.5,NYJ
2011,21.0,Pierre Thomas NO,27.0,5.0,16.0,11.5,184.7,NO
2011,22.0,Rashard Mendenhall PIT,24.0,4.0,15.0,12.0,180.2,PIT
2011,23.0,Chris Wells ARI,23.0,3.0,14.0,12.8,179.9,ARI
2011,24.0,Roy Helu WAS,23.0,1.0,15.0,11.3,168.9,WAS
2011,25.0,Willis McGahee DEN,30.0,8.0,15.0,11.1,167.0,DEN
2011,26.0,Cedric Benson CIN,29.0,7.0,15.0,11.1,165.9,CIN
2011,27.0,C.J. Spiller BUF,24.0,2.0,16.0,9.9,158.0,BUF
2011,28.0,BenJarvus Green-Ellis NE,26.0,4.0,16.0,9.8,157.6,NE
2011,29.0,DeAngelo Williams CAR,28.0,6.0,16.0,9.7,155.1,CAR
2011,30.0,DeMarco Murray DAL,23.0,1.0,13.0,11.2,145.8,DAL
2011,32.0,Ben Tate HOU,23.0,2.0,15.0,9.4,141.0,HOU
2011,34.0,Brandon Jacobs NYG,29.0,7.0,14.0,9.5,132.9,NYG
2011,35.0,LaDainian Tomlinson NYJ,32.0,11.0,14.0,9.5,132.9,NYJ
2011,36.0,Darren McFadden OAK,24.0,4.0,7.0,18.0,125.8,OAK
2011,37.0,Ryan Grant GB,29.0,7.0,15.0,8.0,119.7,GB
2011,38.0,Donald Brown IND,24.0,3.0,12.0,9.9,119.1,IND
2011,40.0,Felix Jones DAL,24.0,4.0,12.0,9.9,118.8,DAL
2011,41.0,Kevin Smith DET,25.0,4.0,7.0,16.8,117.5,DET
2011,42.0,James Starks GB,25.0,2.0,13.0,8.8,114.4,GB
2011,43.0,Jahvid Best DET,22.0,2.0,6.0,18.8,112.7,DET
2011,44.0,Peyton Hillis CLE,25.0,4.0,10.0,11.2,111.7,CLE
2011,46.0,Mark Ingram II NO,22.0,1.0,10.0,9.3,93.0,NO
2011,57.0,Danny Woodhead NE,26.0,4.0,14.0,5.3,74.8,NE
2011,58.0,Joseph Addai IND,28.0,6.0,12.0,6.1,73.6,IND
2011,60.0,Jacquizz Rodgers ATL,21.0,1.0,16.0,4.5,72.3,ATL
2011,67.0,Earnest Graham TB,31.0,8.0,7.0,9.0,62.9,TB
2011,70.0,Thomas Jones KC,33.0,12.0,16.0,3.6,57.1,KC
2011,72.0,Justin Forsett SEA,26.0,4.0,16.0,3.5,56.3,SEA
2011,73.0,Stevan Ridley NE,22.0,1.0,12.0,4.5,54.4,NE
2011,80.0,Knowshon Moreno DEN,24.0,3.0,7.0,6.4,45.0,DEN
2011,82.0,Mewelde Moore PIT,29.0,8.0,12.0,3.6,43.1,PIT
2011,102.0,Jamaal Charles KC,25.0,4.0,2.0,10.1,20.2,KC
2011,110.0,Kevin Faulk NE,35.0,13.0,5.0,3.2,16.1,NE
2011,119.0,Shane Vereen NE,22.0,1.0,2.0,5.8,11.7,NE
2011,138.0,Bilal Powell NYJ,23.0,1.0,2.0,1.9,3.8,NYJ
2012,1.0,Adrian Peterson MIN,27.0,6.0,16.0,21.8,349.4,MIN
2012,2.0,Doug Martin TB,23.0,1.0,16.0,19.6,313.6,TB
2012,3.0,Arian Foster HOU,26.0,4.0,16.0,19.0,304.8,HOU
2012,4.0,Ray Rice BAL,25.0,5.0,16.0,17.7,283.1,BAL
2012,5.0,Marshawn Lynch SEA,26.0,6.0,16.0,17.1,273.6,SEA
2012,6.0,C.J. Spiller BUF,25.0,3.0,16.0,16.3,261.3,BUF
2012,7.0,Alfred Morris WAS,24.0,1.0,16.0,16.1,257.3,WAS
2012,8.0,Trent Richardson CLE,22.0,1.0,15.0,17.0,254.7,CLE
2012,9.0,Jamaal Charles KC,26.0,5.0,16.0,15.4,246.9,KC
2012,10.0,Frank Gore SF,29.0,8.0,16.0,14.2,226.6,SF
2012,11.0,Matt Forte CHI,27.0,5.0,15.0,14.9,223.4,CHI
2012,12.0,Chris Johnson TEN,27.0,5.0,16.0,13.7,218.9,TEN
2012,13.0,Darren Sproles NO,29.0,8.0,13.0,16.5,214.1,NO
2012,14.0,Reggie Bush MIA,27.0,7.0,16.0,13.2,210.8,MIA
2012,15.0,Stevan Ridley NE,23.0,2.0,16.0,13.1,209.4,NE
2012,16.0,LeSean McCoy PHI,24.0,4.0,12.0,17.1,205.3,PHI
2012,17.0,Steven Jackson STL,29.0,9.0,16.0,12.4,198.3,STL
2012,18.0,Mikel Leshoure DET,22.0,2.0,14.0,13.5,189.2,DET
