Year,Rank,Name,Age,Experience,Games_Played,Points_Per_Game,Total_Points,Team
2024,9.0,De'Von Achane MIA,23.0,2.0,9.0,16.6,149.4,MIA
2024,10.0,James Cook BUF,25.0,3.0,9.0,16.6,149.1,BUF
2024,11.0,James Conner ARI,29.0,8.0,10.0,14.8,148.4,ARI
2024,12.0,Joe Mixon HOU,28.0,8.0,7.0,20.8,145.4,HOU
2024,13.0,David Montgomery DET,27.0,6.0,9.0,15.6,140.6,DET
2024,14.0,Chase Brown CIN,24.0,2.0,10.0,13.9,139.1,CIN
2024,15.0,J.K. Dobbins LAC,26.0,5.0,9.0,15.4,138.2,LAC
2024,16.0,Aaron Jones MIN,30.0,8.0,9.0,15.2,137.1,MIN
2024,17.0,Ken Walker III SEA,24.0,3.0,7.0,19.1,133.5,SEA
2024,18.0,Josh Jacobs GB,26.0,6.0,9.0,14.7,132.0,GB
2024,19.0,D'Andre Swift CHI,25.0,5.0,9.0,14.4,129.4,CHI
2024,20.0,Tony Pollard TEN,27.0,6.0,9.0,14.2,128.0,TEN
2024,21.0,Rhamondre Stevenson NE,26.0,4.0,9.0,14.2,127.4,NE
2024,22.0,Rachaad White TB,25.0,3.0,9.0,14.1,126.7,TB
2024,23.0,Austin Ekeler WAS,29.0,8.0,10.0,12.3,122.7,WAS
2024,24.0,Bucky Irving TB,22.0,1.0,10.0,11.8,118.0,TB
2024,25.0,Najee Harris PIT,26.0,4.0,9.0,12.7,114.7,PIT
2024,26.0,Jonathan Taylor IND,25.0,5.0,7.0,16.3,114.4,IND
2024,27.0,Brian Robinson Jr WAS,25.0,3.0,8.0,14.2,113.2,WAS
2024,28.0,Jordan Mason SF,25.0,3.0,9.0,11.7,105.6,SF
2024,29.0,Javonte Williams DEN,24.0,4.0,10.0,10.4,104.0,DEN
2024,30.0,Tyrone Tracy Jr. NYG,25.0,1.0,10.0,10.2,102.2,NYG
2024,31.0,Kareem Hunt KC,29.0,8.0,6.0,16.8,100.5,KC
2024,38.0,Travis Etienne Jr. JAX,25.0,4.0,8.0,8.8,70.4,JAX
2024,42.0,Jerome Ford CLE,25.0,3.0,7.0,9.0,62.8,CLE
2024,45.0,Raheem Mostert MIA,32.0,10.0,6.0,8.8,52.9,MIA
2024,56.0,Jaylen Warren PIT,26.0,3.0,7.0,6.5,45.3,PIT
2024,61.0,Ezekiel Elliott DAL,29.0,9.0,8.0,5.0,40.1,DAL
2024,66.0,Isiah Pacheco KC,25.0,3.0,2.0,16.0,31.9,KC
2024,78.0,Nick Chubb CLE,29.0,7.0,3.0,6.6,19.9,CLE
2024,83.0,Dameon Pierce HOU,24.0,3.0,4.0,4.2,16.9,HOU
2024,84.0,Christian McCaffrey SF,28.0,8.0,1.0,16.7,16.7,SF
